team,href,team_url,gamelog_url
Florida Atlantic,/cbb/schools/florida-atlantic/men/2024.html,https://www.sports-reference.com/cbb/schools/florida-atlantic/men/2024.html,https://www.sports-reference.com/cbb/schools/florida-atlantic/men/2024-gamelogs.html
Gonzaga,/cbb/schools/gonzaga/men/2024.html,https://www.sports-reference.com/cbb/schools/gonzaga/men/2024.html,https://www.sports-reference.com/cbb/schools/gonzaga/men/2024-gamelogs.html
Grambling,/cbb/schools/grambling/men/2024.html,https://www.sports-reference.com/cbb/schools/grambling/men/2024.html,https://www.sports-reference.com/cbb/schools/grambling/men/2024-gamelogs.html
Grand Canyon,/cbb/schools/grand-canyon/men/2024.html,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024.html,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024-gamelogs.html
Houston,/cbb/schools/houston/men/2024.html,https://www.sports-reference.com/cbb/schools/houston/men/2024.html,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html
Howard,/cbb/schools/howard/men/2024.html,https://www.sports-reference.com/cbb/schools/howard/men/2024.html,https://www.sports-reference.com/cbb/schools/howard/men/2024-gamelogs.html
Illinois,/cbb/schools/illinois/men/2024.html,https://www.sports-reference.com/cbb/schools/illinois/men/2024.html,https://www.sports-reference.com/cbb/schools/illinois/men/2024-gamelogs.html
Iowa State,/cbb/schools/iowa-state/men/2024.html,https://www.sports-reference.com/cbb/schools/iowa-state/men/2024.html,https://www.sports-reference.com/cbb/schools/iowa-state/men/2024-gamelogs.html
James Madison,/cbb/schools/james-madison/men/2024.html,https://www.sports-reference.com/cbb/schools/james-madison/men/2024.html,https://www.sports-reference.com/cbb/schools/james-madison/men/2024-gamelogs.html
Kansas,/cbb/schools/kansas/men/2024.html,https://www.sports-reference.com/cbb/schools/kansas/men/2024.html,https://www.sports-reference.com/cbb/schools/kansas/men/2024-gamelogs.html
Kentucky,/cbb/schools/kentucky/men/2024.html,https://www.sports-reference.com/cbb/schools/kentucky/men/2024.html,https://www.sports-reference.com/cbb/schools/kentucky/men/2024-gamelogs.html
Long Beach State,/cbb/schools/long-beach-state/men/2024.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2024.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2024-gamelogs.html
Longwood,/cbb/schools/longwood/men/2024.html,https://www.sports-reference.com/cbb/schools/longwood/men/2024.html,https://www.sports-reference.com/cbb/schools/longwood/men/2024-gamelogs.html
Marquette,/cbb/schools/marquette/men/2024.html,https://www.sports-reference.com/cbb/schools/marquette/men/2024.html,https://www.sports-reference.com/cbb/schools/marquette/men/2024-gamelogs.html
McNeese,/cbb/schools/mcneese-state/men/2024.html,https://www.sports-reference.com/cbb/schools/mcneese-state/men/2024.html,https://www.sports-reference.com/cbb/schools/mcneese-state/men/2024-gamelogs.html
Michigan State,/cbb/schools/michigan-state/men/2024.html,https://www.sports-reference.com/cbb/schools/michigan-state/men/2024.html,https://www.sports-reference.com/cbb/schools/michigan-state/men/2024-gamelogs.html
Mississippi State,/cbb/schools/mississippi-state/men/2024.html,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024.html,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html
Montana State,/cbb/schools/montana-state/men/2024.html,https://www.sports-reference.com/cbb/schools/montana-state/men/2024.html,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html
Morehead State,/cbb/schools/morehead-state/men/2024.html,https://www.sports-reference.com/cbb/schools/morehead-state/men/2024.html,https://www.sports-reference.com/cbb/schools/morehead-state/men/2024-gamelogs.html
NC State,/cbb/schools/north-carolina-state/men/2024.html,https://www.sports-reference.com/cbb/schools/north-carolina-state/men/2024.html,https://www.sports-reference.com/cbb/schools/north-carolina-state/men/2024-gamelogs.html
Nebraska,/cbb/schools/nebraska/men/2024.html,https://www.sports-reference.com/cbb/schools/nebraska/men/2024.html,https://www.sports-reference.com/cbb/schools/nebraska/men/2024-gamelogs.html
Nevada,/cbb/schools/nevada/men/2024.html,https://www.sports-reference.com/cbb/schools/nevada/men/2024.html,https://www.sports-reference.com/cbb/schools/nevada/men/2024-gamelogs.html
New Mexico,/cbb/schools/new-mexico/men/2024.html,https://www.sports-reference.com/cbb/schools/new-mexico/men/2024.html,https://www.sports-reference.com/cbb/schools/new-mexico/men/2024-gamelogs.html
Northwestern,/cbb/schools/northwestern/men/2024.html,https://www.sports-reference.com/cbb/schools/northwestern/men/2024.html,https://www.sports-reference.com/cbb/schools/northwestern/men/2024-gamelogs.html
Oakland,/cbb/schools/oakland/men/2024.html,https://www.sports-reference.com/cbb/schools/oakland/men/2024.html,https://www.sports-reference.com/cbb/schools/oakland/men/2024-gamelogs.html
Oregon,/cbb/schools/oregon/men/2024.html,https://www.sports-reference.com/cbb/schools/oregon/men/2024.html,https://www.sports-reference.com/cbb/schools/oregon/men/2024-gamelogs.html
Purdue,/cbb/schools/purdue/men/2024.html,https://www.sports-reference.com/cbb/schools/purdue/men/2024.html,https://www.sports-reference.com/cbb/schools/purdue/men/2024-gamelogs.html
Saint Mary's,/cbb/schools/saint-marys-ca/men/2024.html,https://www.sports-reference.com/cbb/schools/saint-marys-ca/men/2024.html,https://www.sports-reference.com/cbb/schools/saint-marys-ca/men/2024-gamelogs.html
Saint Peter's,/cbb/schools/saint-peters/men/2024.html,https://www.sports-reference.com/cbb/schools/saint-peters/men/2024.html,https://www.sports-reference.com/cbb/schools/saint-peters/men/2024-gamelogs.html
Samford,/cbb/schools/samford/men/2024.html,https://www.sports-reference.com/cbb/schools/samford/men/2024.html,https://www.sports-reference.com/cbb/schools/samford/men/2024-gamelogs.html
San Diego State,/cbb/schools/san-diego-state/men/2024.html,https://www.sports-reference.com/cbb/schools/san-diego-state/men/2024.html,https://www.sports-reference.com/cbb/schools/san-diego-state/men/2024-gamelogs.html
South Carolina,/cbb/schools/south-carolina/men/2024.html,https://www.sports-reference.com/cbb/schools/south-carolina/men/2024.html,https://www.sports-reference.com/cbb/schools/south-carolina/men/2024-gamelogs.html
South Dakota State,/cbb/schools/south-dakota-state/men/2024.html,https://www.sports-reference.com/cbb/schools/south-dakota-state/men/2024.html,https://www.sports-reference.com/cbb/schools/south-dakota-state/men/2024-gamelogs.html
Stetson,/cbb/schools/stetson/men/2024.html,https://www.sports-reference.com/cbb/schools/stetson/men/2024.html,https://www.sports-reference.com/cbb/schools/stetson/men/2024-gamelogs.html
TCU,/cbb/schools/texas-christian/men/2024.html,https://www.sports-reference.com/cbb/schools/texas-christian/men/2024.html,https://www.sports-reference.com/cbb/schools/texas-christian/men/2024-gamelogs.html
Tennessee,/cbb/schools/tennessee/men/2024.html,https://www.sports-reference.com/cbb/schools/tennessee/men/2024.html,https://www.sports-reference.com/cbb/schools/tennessee/men/2024-gamelogs.html
Texas,/cbb/schools/texas/men/2024.html,https://www.sports-reference.com/cbb/schools/texas/men/2024.html,https://www.sports-reference.com/cbb/schools/texas/men/2024-gamelogs.html
Texas A&M,/cbb/schools/texas-am/men/2024.html,https://www.sports-reference.com/cbb/schools/texas-am/men/2024.html,https://www.sports-reference.com/cbb/schools/texas-am/men/2024-gamelogs.html
Texas Tech,/cbb/schools/texas-tech/men/2024.html,https://www.sports-reference.com/cbb/schools/texas-tech/men/2024.html,https://www.sports-reference.com/cbb/schools/texas-tech/men/2024-gamelogs.html
UAB,/cbb/schools/alabama-birmingham/men/2024.html,https://www.sports-reference.com/cbb/schools/alabama-birmingham/men/2024.html,https://www.sports-reference.com/cbb/schools/alabama-birmingham/men/2024-gamelogs.html
UConn,/cbb/schools/connecticut/men/2024.html,https://www.sports-reference.com/cbb/schools/connecticut/men/2024.html,https://www.sports-reference.com/cbb/schools/connecticut/men/2024-gamelogs.html
UNC,/cbb/schools/north-carolina/men/2024.html,https://www.sports-reference.com/cbb/schools/north-carolina/men/2024.html,https://www.sports-reference.com/cbb/schools/north-carolina/men/2024-gamelogs.html
Utah State,/cbb/schools/utah-state/men/2024.html,https://www.sports-reference.com/cbb/schools/utah-state/men/2024.html,https://www.sports-reference.com/cbb/schools/utah-state/men/2024-gamelogs.html
Vermont,/cbb/schools/vermont/men/2024.html,https://www.sports-reference.com/cbb/schools/vermont/men/2024.html,https://www.sports-reference.com/cbb/schools/vermont/men/2024-gamelogs.html
Virginia,/cbb/schools/virginia/men/2024.html,https://www.sports-reference.com/cbb/schools/virginia/men/2024.html,https://www.sports-reference.com/cbb/schools/virginia/men/2024-gamelogs.html
Wagner,/cbb/schools/wagner/men/2024.html,https://www.sports-reference.com/cbb/schools/wagner/men/2024.html,https://www.sports-reference.com/cbb/schools/wagner/men/2024-gamelogs.html
Washington State,/cbb/schools/washington-state/men/2024.html,https://www.sports-reference.com/cbb/schools/washington-state/men/2024.html,https://www.sports-reference.com/cbb/schools/washington-state/men/2024-gamelogs.html
Western Kentucky,/cbb/schools/western-kentucky/men/2024.html,https://www.sports-reference.com/cbb/schools/western-kentucky/men/2024.html,https://www.sports-reference.com/cbb/schools/western-kentucky/men/2024-gamelogs.html
Wisconsin,/cbb/schools/wisconsin/men/2024.html,https://www.sports-reference.com/cbb/schools/wisconsin/men/2024.html,https://www.sports-reference.com/cbb/schools/wisconsin/men/2024-gamelogs.html
Yale,/cbb/schools/yale/men/2024.html,https://www.sports-reference.com/cbb/schools/yale/men/2024.html,https://www.sports-reference.com/cbb/schools/yale/men/2024-gamelogs.html
