season,game_id,game_date,game_url
2025,2025-03-18-18-alabama-state,2025-03-18,https://www.sports-reference.com/cbb/boxscores/2025-03-18-18-alabama-state.html
2025,2025-03-18-21-san-diego-state,2025-03-18,https://www.sports-reference.com/cbb/boxscores/2025-03-18-21-san-diego-state.html
2025,2025-03-19-18-american,2025-03-19,https://www.sports-reference.com/cbb/boxscores/2025-03-19-18-american.html
2025,2025-03-19-21-texas,2025-03-19,https://www.sports-reference.com/cbb/boxscores/2025-03-19-21-texas.html
2025,2025-03-20-12-louisville,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-12-louisville.html
2025,2025-03-20-12-purdue,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-12-purdue.html
2025,2025-03-20-13-wisconsin,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-13-wisconsin.html
2025,2025-03-20-14-auburn,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-14-auburn.html
2025,2025-03-20-14-houston,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-14-houston.html
2025,2025-03-20-15-clemson,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-15-clemson.html
2025,2025-03-20-16-brigham-young,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-16-brigham-young.html
2025,2025-03-20-16-gonzaga,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-16-gonzaga.html
2025,2025-03-20-18-tennessee,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-18-tennessee.html
2025,2025-03-20-19-kansas,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-19-kansas.html
2025,2025-03-20-19-missouri,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-19-missouri.html
2025,2025-03-20-19-texas-am,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-19-texas-am.html
2025,2025-03-20-21-st-johns-ny,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-21-st-johns-ny.html
2025,2025-03-20-21-ucla,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-21-ucla.html
2025,2025-03-20-22-michigan,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-22-michigan.html
2025,2025-03-20-22-texas-tech,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-22-texas-tech.html
2025,2025-03-21-12-alabama,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-12-alabama.html
2025,2025-03-21-12-mississippi-state,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-12-mississippi-state.html
2025,2025-03-21-13-iowa-state,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-13-iowa-state.html
2025,2025-03-21-14-duke,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-14-duke.html
2025,2025-03-21-14-memphis,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-14-memphis.html
2025,2025-03-21-15-saint-marys-ca,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-15-saint-marys-ca.html
2025,2025-03-21-16-maryland,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-16-maryland.html
2025,2025-03-21-16-mississippi,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-16-mississippi.html
2025,2025-03-21-18-florida,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-18-florida.html
2025,2025-03-21-19-arizona,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-19-arizona.html
2025,2025-03-21-19-kentucky,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-19-kentucky.html
2025,2025-03-21-19-marquette,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-19-marquette.html
2025,2025-03-21-21-connecticut,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-21-connecticut.html
2025,2025-03-21-21-illinois,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-21-illinois.html
2025,2025-03-21-22-michigan-state,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-22-michigan-state.html
2025,2025-03-21-22-oregon,2025-03-21,https://www.sports-reference.com/cbb/boxscores/2025-03-21-22-oregon.html
2025,2025-03-22-12-purdue,2025-03-22,https://www.sports-reference.com/cbb/boxscores/2025-03-22-12-purdue.html
2025,2025-03-22-14-st-johns-ny,2025-03-22,https://www.sports-reference.com/cbb/boxscores/2025-03-22-14-st-johns-ny.html
2025,2025-03-22-17-texas-am,2025-03-22,https://www.sports-reference.com/cbb/boxscores/2025-03-22-17-texas-am.html
2025,2025-03-22-18-texas-tech,2025-03-22,https://www.sports-reference.com/cbb/boxscores/2025-03-22-18-texas-tech.html
2025,2025-03-22-19-auburn,2025-03-22,https://www.sports-reference.com/cbb/boxscores/2025-03-22-19-auburn.html
2025,2025-03-22-19-wisconsin,2025-03-22,https://www.sports-reference.com/cbb/boxscores/2025-03-22-19-wisconsin.html
2025,2025-03-22-20-houston,2025-03-22,https://www.sports-reference.com/cbb/boxscores/2025-03-22-20-houston.html
