season,game_id,game_date,game_url,team1_team,team1_fg,team1_fga,team1_fg_pct,team1_fg2,team1_fg2a,team1_fg2_pct,team1_fg3,team1_fg3a,team1_fg3_pct,team1_ft,team1_fta,team1_ft_pct,team1_orb,team1_drb,team1_trb,team1_ast,team1_stl,team1_blk,team1_tov,team1_pf,team1_pts,team2_team,team2_fg,team2_fga,team2_fg_pct,team2_fg2,team2_fg2a,team2_fg2_pct,team2_fg3,team2_fg3a,team2_fg3_pct,team2_ft,team2_fta,team2_ft_pct,team2_orb,team2_drb,team2_trb,team2_ast,team2_stl,team2_blk,team2_tov,team2_pf,team2_pts,team1_win,team2_win,winner,loser,score_margin,team1_point_margin,team2_point_margin,team1_raw_possessions,team2_raw_possessions,estimated_possessions,team1_offensive_rating,team2_offensive_rating,team1_defensive_rating,team2_defensive_rating,team1_efg_pct,team2_efg_pct,team1_true_shooting_pct,team2_true_shooting_pct,team1_ft_rate,team2_ft_rate,team1_fg3_attempt_rate,team2_fg3_attempt_rate,team1_tov_pct,team2_tov_pct,team1_forced_tov_pct,team2_forced_tov_pct,team1_orb_pct,team2_orb_pct,team1_drb_pct,team2_drb_pct,team1_opponent_fg_pct,team2_opponent_fg_pct,team1_opponent_fg2_pct,team2_opponent_fg2_pct,team1_opponent_fg3_pct,team2_opponent_fg3_pct,team1_opponent_efg_pct,team2_opponent_efg_pct,team1_opponent_ft_rate,team2_opponent_ft_rate,team1_points_allowed,team2_points_allowed
2025,2025-03-18-18-alabama-state,2025-03-18,https://www.sports-reference.com/cbb/boxscores/2025-03-18-18-alabama-state.html,Saint Francis (PA),24,48,0.5,14,26,0.538,10,22,0.455,10,14,0.714,3,26,29,15,3,6,14,14,68,Alabama State,30,70,0.429,21,41,0.512,9,29,0.31,1,4,0.25,9,21,30,12,9,1,6,15,70,0,1,Alabama State,Saint Francis (PA),2,-2,2,65.65,68.9,67.275,101.07766629505758,104.05053883314753,104.05053883314753,101.07766629505758,0.6041666666666666,0.4928571428571429,0.6221408966148216,0.48678720445062584,0.2916666666666667,0.05714285714285714,0.4583333333333333,0.4142857142857143,0.2039329934450109,0.07702182284980744,0.07702182284980744,0.2039329934450109,0.125,0.2571428571428571,0.7428571428571429,0.875,0.429,0.5,0.512,0.538,0.31,0.455,0.4928571428571429,0.6041666666666666,0.05714285714285714,0.2916666666666667,70,68
2025,2025-03-18-21-san-diego-state,2025-03-18,https://www.sports-reference.com/cbb/boxscores/2025-03-18-21-san-diego-state.html,North Carolina,30,57,0.526,16,33,0.485,14,24,0.583,21,24,0.875,7,27,34,17,6,2,11,19,95,San Diego State,23,58,0.397,15,31,0.484,8,27,0.296,14,23,0.609,6,19,25,11,7,5,10,16,68,1,0,North Carolina,San Diego State,27,27,-27,72.4,72.925,72.6625,130.74144159642182,93.58334766901773,93.58334766901773,130.74144159642182,0.6491228070175439,0.46551724137931033,0.6944444444444444,0.4932898077620602,0.42105263157894735,0.39655172413793105,0.42105263157894735,0.46551724137931033,0.13853904282115867,0.12670256572695598,0.12670256572695598,0.13853904282115867,0.2692307692307692,0.18181818181818182,0.8181818181818182,0.7307692307692307,0.397,0.526,0.484,0.485,0.296,0.583,0.46551724137931033,0.6491228070175439,0.39655172413793105,0.42105263157894735,68,95
2025,2025-03-19-18-american,2025-03-19,https://www.sports-reference.com/cbb/boxscores/2025-03-19-18-american.html,Mount St. Mary's,30,52,0.577,21,30,0.7,9,22,0.409,14,17,0.824,5,23,28,17,6,3,11,13,83,American,27,57,0.474,14,22,0.636,13,35,0.371,5,8,0.625,8,18,26,15,4,3,13,18,72,1,0,Mount St. Mary's,American,11,11,-11,66.075,65.8,65.9375,125.87677725118482,109.19431279620852,109.19431279620852,125.87677725118482,0.6634615384615384,0.5877192982456141,0.690803162713275,0.5921052631578948,0.3269230769230769,0.14035087719298245,0.4230769230769231,0.6140350877192983,0.15476609215617304,0.1761517615176152,0.1761517615176152,0.15476609215617304,0.21739130434782608,0.25806451612903225,0.7419354838709677,0.782608695652174,0.474,0.577,0.636,0.7,0.371,0.409,0.5877192982456141,0.6634615384615384,0.14035087719298245,0.3269230769230769,72,83
2025,2025-03-19-21-texas,2025-03-19,https://www.sports-reference.com/cbb/boxscores/2025-03-19-21-texas.html,Xavier,32,58,0.552,20,33,0.606,12,25,0.48,10,16,0.625,4,21,25,17,6,2,7,18,86,Texas,27,55,0.491,19,38,0.5,8,17,0.471,18,24,0.75,8,22,30,11,5,2,10,13,80,1,0,Xavier,Texas,6,6,-6,68.6,68.4,68.5,125.54744525547446,116.7883211678832,116.7883211678832,125.54744525547446,0.6551724137931034,0.5636363636363636,0.6554878048780488,0.6024096385542168,0.27586206896551724,0.43636363636363634,0.43103448275862066,0.3090909090909091,0.09641873278236915,0.13089005235602094,0.13089005235602094,0.09641873278236915,0.15384615384615385,0.27586206896551724,0.7241379310344828,0.8461538461538461,0.491,0.552,0.5,0.606,0.471,0.48,0.5636363636363636,0.6551724137931034,0.43636363636363634,0.27586206896551724,80,86
2025,2025-03-20-12-louisville,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-12-louisville.html,Creighton,32,56,0.571,21,32,0.656,11,24,0.458,14,21,0.667,6,27,33,17,2,5,10,11,89,Louisville,30,70,0.429,22,41,0.537,8,29,0.276,7,8,0.875,8,21,29,10,5,3,5,18,75,1,0,Creighton,Louisville,14,14,-14,69.975,70.8,70.38749999999999,126.44290534540936,106.55301012253598,106.55301012253598,126.44290534540936,0.6696428571428571,0.4857142857142857,0.6744979158772263,0.508130081300813,0.375,0.11428571428571428,0.42857142857142855,0.4142857142857143,0.13162224415926294,0.06345177664974619,0.06345177664974619,0.13162224415926294,0.2222222222222222,0.22857142857142856,0.7714285714285715,0.7777777777777778,0.429,0.571,0.537,0.656,0.276,0.458,0.4857142857142857,0.6696428571428571,0.11428571428571428,0.375,75,89
2025,2025-03-20-12-purdue,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-12-purdue.html,High Point,23,53,0.434,13,25,0.52,10,28,0.357,7,11,0.636,5,15,20,13,4,2,8,20,63,Purdue,28,61,0.459,23,46,0.5,5,15,0.333,14,22,0.636,17,22,39,10,4,0,7,13,75,0,1,Purdue,High Point,12,-12,12,61.225,61.45,61.337500000000006,102.71041369472182,122.27430201752598,122.27430201752598,102.71041369472182,0.5283018867924528,0.5,0.541004723057106,0.5248425472358292,0.20754716981132076,0.36065573770491804,0.5283018867924528,0.2459016393442623,0.120800302000755,0.08922880815806246,0.08922880815806246,0.120800302000755,0.18518518518518517,0.53125,0.46875,0.8148148148148148,0.459,0.434,0.5,0.52,0.333,0.357,0.5,0.5283018867924528,0.36065573770491804,0.20754716981132076,75,63
2025,2025-03-20-13-wisconsin,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-13-wisconsin.html,Montana,25,63,0.397,18,39,0.462,7,24,0.292,9,12,0.75,7,17,24,13,6,1,8,17,66,Wisconsin,31,56,0.554,24,33,0.727,7,23,0.304,16,20,0.8,7,31,38,14,5,6,11,13,85,0,1,Wisconsin,Montana,19,-19,19,69.7,69.5,69.6,94.82758620689657,122.12643678160921,122.12643678160921,94.82758620689657,0.4523809523809524,0.6160714285714286,0.4803493449781659,0.648854961832061,0.19047619047619047,0.35714285714285715,0.38095238095238093,0.4107142857142857,0.1043024771838331,0.1437908496732026,0.1437908496732026,0.1043024771838331,0.18421052631578946,0.2916666666666667,0.7083333333333334,0.8157894736842105,0.554,0.397,0.727,0.462,0.304,0.292,0.6160714285714286,0.4523809523809524,0.35714285714285715,0.19047619047619047,85,66
2025,2025-03-20-14-auburn,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-14-auburn.html,Alabama State,23,62,0.371,17,37,0.459,6,25,0.24,11,19,0.579,6,27,33,6,10,3,9,27,63,Auburn,27,60,0.45,16,25,0.64,11,35,0.314,18,32,0.563,13,29,42,16,2,3,12,17,83,0,1,Auburn,Alabama State,20,-20,20,74.025,74.2,74.11250000000001,85.00590318772136,111.99190419969638,111.99190419969638,85.00590318772136,0.41935483870967744,0.5416666666666666,0.4435058078141499,0.5518617021276595,0.3064516129032258,0.5333333333333333,0.4032258064516129,0.5833333333333334,0.11246485473289596,0.13761467889908258,0.13761467889908258,0.11246485473289596,0.17142857142857143,0.325,0.675,0.8285714285714286,0.45,0.371,0.64,0.459,0.314,0.24,0.5416666666666666,0.41935483870967744,0.5333333333333333,0.3064516129032258,83,63
2025,2025-03-20-14-houston,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-14-houston.html,Southern Illinois–Edwardsville,15,49,0.306,13,25,0.52,2,24,0.083,8,17,0.471,4,18,22,11,4,6,13,16,40,Houston,27,66,0.409,17,38,0.447,10,28,0.357,14,19,0.737,14,30,44,11,11,5,6,13,78,0,1,Houston,Southern Illinois–Edwardsville,38,-38,38,66.075,67.025,66.55000000000001,60.10518407212621,117.20510894064611,117.20510894064611,60.10518407212621,0.32653061224489793,0.48484848484848486,0.35041611914148046,0.5198267244251915,0.3469387755102041,0.2878787878787879,0.4897959183673469,0.42424242424242425,0.1855155190866928,0.07405121875964209,0.07405121875964209,0.1855155190866928,0.11764705882352941,0.4375,0.5625,0.8823529411764706,0.409,0.306,0.447,0.52,0.357,0.083,0.48484848484848486,0.32653061224489793,0.2878787878787879,0.3469387755102041,78,40
2025,2025-03-20-15-clemson,2025-03-20,https://www.sports-reference.com/cbb/boxscores/2025-03-20-15-clemson.html,McNeese,27,62,0.435,23,43,0.535,4,19,0.211,11,22,0.5,16,22,38,12,7,6,10,19,69,Clemson,21,57,0.368,12,27,0.444,9,30,0.3,16,19,0.842,12,22,34,9,5,0,13,16,67,1,0,McNeese,Clemson,2,2,-2,66.45,67.025,66.73750000000001,103.3901479677842,100.39333208466003,100.39333208466003,103.3901479677842,0.46774193548387094,0.4473684210526316,0.47619047619047616,0.5073835668307459,0.3548387096774194,0.3333333333333333,0.3064516129032258,0.5263157894736842,0.1212856276531231,0.16450490351154698,0.16450490351154698,0.1212856276531231,0.42105263157894735,0.35294117647058826,0.6470588235294118,0.5789473684210527,0.368,0.435,0.444,0.535,0.3,0.211,0.4473684210526316,0.46774193548387094,0.3333333333333333,0.3548387096774194,67,69
