season,game_id,game_date,game_url
2023,2023-03-23-19-connecticut,2023-03-23,https://www.sports-reference.com/cbb/boxscores/2023-03-23-19-connecticut.html
2023,2023-03-23-21-tennessee,2023-03-23,https://www.sports-reference.com/cbb/boxscores/2023-03-23-21-tennessee.html
2023,2023-03-23-21-ucla,2023-03-23,https://www.sports-reference.com/cbb/boxscores/2023-03-23-21-ucla.html
2023,2023-03-24-00-alabama,2023-03-24,https://www.sports-reference.com/cbb/boxscores/2023-03-24-00-alabama.html
2023,2023-03-24-19-houston,2023-03-24,https://www.sports-reference.com/cbb/boxscores/2023-03-24-19-houston.html
2023,2023-03-24-21-creighton,2023-03-24,https://www.sports-reference.com/cbb/boxscores/2023-03-24-21-creighton.html
2023,2023-03-24-21-texas,2023-03-24,https://www.sports-reference.com/cbb/boxscores/2023-03-24-21-texas.html
2023,2023-03-25-18-kansas-state,2023-03-25,https://www.sports-reference.com/cbb/boxscores/2023-03-25-18-kansas-state.html
2023,2023-03-25-20-gonzaga,2023-03-25,https://www.sports-reference.com/cbb/boxscores/2023-03-25-20-gonzaga.html
2023,2023-03-26-14-san-diego-state,2023-03-26,https://www.sports-reference.com/cbb/boxscores/2023-03-26-14-san-diego-state.html
2023,2023-03-26-17-texas,2023-03-26,https://www.sports-reference.com/cbb/boxscores/2023-03-26-17-texas.html
2023,2023-04-01-19-san-diego-state,2023-04-01,https://www.sports-reference.com/cbb/boxscores/2023-04-01-19-san-diego-state.html
2023,2023-04-01-21-connecticut,2023-04-01,https://www.sports-reference.com/cbb/boxscores/2023-04-01-21-connecticut.html
2023,2023-04-03-21-connecticut,2023-04-03,https://www.sports-reference.com/cbb/boxscores/2023-04-03-21-connecticut.html
