team,href,team_url,gamelog_url
St. John's (NY),/cbb/schools/st-johns-ny/men/2025.html,https://www.sports-reference.com/cbb/schools/st-johns-ny/men/2025.html,https://www.sports-reference.com/cbb/schools/st-johns-ny/men/2025-gamelogs.html
Tennessee,/cbb/schools/tennessee/men/2025.html,https://www.sports-reference.com/cbb/schools/tennessee/men/2025.html,https://www.sports-reference.com/cbb/schools/tennessee/men/2025-gamelogs.html
Texas,/cbb/schools/texas/men/2025.html,https://www.sports-reference.com/cbb/schools/texas/men/2025.html,https://www.sports-reference.com/cbb/schools/texas/men/2025-gamelogs.html
Texas A&M,/cbb/schools/texas-am/men/2025.html,https://www.sports-reference.com/cbb/schools/texas-am/men/2025.html,https://www.sports-reference.com/cbb/schools/texas-am/men/2025-gamelogs.html
Texas Tech,/cbb/schools/texas-tech/men/2025.html,https://www.sports-reference.com/cbb/schools/texas-tech/men/2025.html,https://www.sports-reference.com/cbb/schools/texas-tech/men/2025-gamelogs.html
Troy,/cbb/schools/troy/men/2025.html,https://www.sports-reference.com/cbb/schools/troy/men/2025.html,https://www.sports-reference.com/cbb/schools/troy/men/2025-gamelogs.html
UC San Diego,/cbb/schools/california-san-diego/men/2025.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2025.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2025-gamelogs.html
UCLA,/cbb/schools/ucla/men/2025.html,https://www.sports-reference.com/cbb/schools/ucla/men/2025.html,https://www.sports-reference.com/cbb/schools/ucla/men/2025-gamelogs.html
UConn,/cbb/schools/connecticut/men/2025.html,https://www.sports-reference.com/cbb/schools/connecticut/men/2025.html,https://www.sports-reference.com/cbb/schools/connecticut/men/2025-gamelogs.html
UNC,/cbb/schools/north-carolina/men/2025.html,https://www.sports-reference.com/cbb/schools/north-carolina/men/2025.html,https://www.sports-reference.com/cbb/schools/north-carolina/men/2025-gamelogs.html
UNC Wilmington,/cbb/schools/north-carolina-wilmington/men/2025.html,https://www.sports-reference.com/cbb/schools/north-carolina-wilmington/men/2025.html,https://www.sports-reference.com/cbb/schools/north-carolina-wilmington/men/2025-gamelogs.html
Utah State,/cbb/schools/utah-state/men/2025.html,https://www.sports-reference.com/cbb/schools/utah-state/men/2025.html,https://www.sports-reference.com/cbb/schools/utah-state/men/2025-gamelogs.html
VCU,/cbb/schools/virginia-commonwealth/men/2025.html,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/men/2025.html,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/men/2025-gamelogs.html
Vanderbilt,/cbb/schools/vanderbilt/men/2025.html,https://www.sports-reference.com/cbb/schools/vanderbilt/men/2025.html,https://www.sports-reference.com/cbb/schools/vanderbilt/men/2025-gamelogs.html
Wisconsin,/cbb/schools/wisconsin/men/2025.html,https://www.sports-reference.com/cbb/schools/wisconsin/men/2025.html,https://www.sports-reference.com/cbb/schools/wisconsin/men/2025-gamelogs.html
Wofford,/cbb/schools/wofford/men/2025.html,https://www.sports-reference.com/cbb/schools/wofford/men/2025.html,https://www.sports-reference.com/cbb/schools/wofford/men/2025-gamelogs.html
Xavier,/cbb/schools/xavier/men/2025.html,https://www.sports-reference.com/cbb/schools/xavier/men/2025.html,https://www.sports-reference.com/cbb/schools/xavier/men/2025-gamelogs.html
Yale,/cbb/schools/yale/men/2025.html,https://www.sports-reference.com/cbb/schools/yale/men/2025.html,https://www.sports-reference.com/cbb/schools/yale/men/2025-gamelogs.html
