season,team,team_slug,gamelog_url,game_number,game_date,location,opponent,game_result,points,opponent_points,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opponent_fg,opponent_fga,opponent_fg_pct,opponent_fg2,opponent_fg2a,opponent_fg2_pct,opponent_fg3,opponent_fg3a,opponent_fg3_pct,opponent_ft,opponent_fta,opponent_ft_pct,opponent_orb,opponent_drb,opponent_trb,opponent_ast,opponent_stl,opponent_blk,opponent_tov,opponent_pf,win,loss,raw_possessions,opponent_raw_possessions,estimated_possessions,offensive_rating,defensive_rating,efg_pct,opponent_efg_pct,true_shooting_pct,ft_rate,opponent_ft_rate,fg3_attempt_rate,tov_pct,forced_tov_pct,orb_pct,drb_pct,point_margin
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-01-06,@,,,,,25,52,0.481,22,39,0.564,3,13,0.231,9,14,0.643,6,18,24,9,10,4,13,23,21,52,0.404,13,29,0.448,8,23,0.348,18,26,0.692,10,19,29,12,3,5,12,15,,,65.65,66.35,66,,,0.5096153846153846,0.4807692307692308,,0.2692307692307692,0.5,0.25,0.1814375436147941,0.15717092337917488,0.24,0.6428571428571429,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-01-10,,,,,,26,52,0.5,20,34,0.588,6,18,0.333,19,27,0.704,8,23,31,12,10,3,16,16,27,59,0.458,19,30,0.633,8,29,0.276,10,16,0.625,11,21,32,12,15,3,14,20,,,72.825,69.6,71.2125,,,0.5576923076923077,0.5254237288135594,,0.5192307692307693,0.2711864406779661,0.34615384615384615,0.19795855242808535,0.17369727047146402,0.27586206896551724,0.6764705882352942,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-01-13,,,,,,26,61,0.426,19,44,0.432,7,17,0.412,15,27,0.556,13,21,34,12,7,7,12,19,25,58,0.431,15,30,0.5,10,28,0.357,22,26,0.846,10,22,32,9,7,5,13,20,,,72.825,73.35,73.0875,,,0.48360655737704916,0.5172413793103449,,0.4426229508196721,0.4482758620689655,0.2786885245901639,0.13981939994174192,0.15596880623875226,0.37142857142857144,0.6774193548387096,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-01-17,@,,,,,31,69,0.449,22,42,0.524,9,27,0.333,6,10,0.6,10,19,29,22,9,1,9,18,30,54,0.556,23,31,0.742,7,23,0.304,23,27,0.852,5,25,30,20,5,7,10,9,,,72.75,71.825,72.2875,,,0.5144927536231884,0.6203703703703703,,0.14492753623188406,0.5,0.391304347826087,0.10876132930513595,0.13016596160104132,0.2857142857142857,0.7916666666666666,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-01-20,,,,,,25,58,0.431,19,37,0.514,6,21,0.286,12,22,0.545,11,28,39,15,7,2,13,18,20,53,0.377,15,31,0.484,5,22,0.227,10,18,0.556,6,26,32,10,5,3,11,20,,,70.45,66.55,68.5,,,0.4827586206896552,0.42452830188679247,,0.3793103448275862,0.33962264150943394,0.3620689655172414,0.15960712093308776,0.15161957270847692,0.2972972972972973,0.8235294117647058,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-01-24,@,,,,,29,75,0.387,21,42,0.5,8,33,0.242,4,9,0.444,17,23,40,9,4,2,9,20,27,64,0.422,19,39,0.487,8,25,0.32,17,20,0.85,14,25,39,10,4,5,6,12,,,71.275,65.5,68.3875,,,0.44,0.484375,,0.12,0.3125,0.44,0.10195412064570943,0.07547169811320754,0.40476190476190477,0.6216216216216216,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-01-27,,,,,,25,57,0.439,20,36,0.556,5,21,0.238,9,18,0.5,12,30,42,11,5,3,12,13,19,56,0.339,13,32,0.406,6,24,0.25,14,16,0.875,4,23,27,12,8,6,9,16,,,65.55,68.6,67.07499999999999,,,0.4824561403508772,0.39285714285714285,,0.3157894736842105,0.2857142857142857,0.3684210526315789,0.15473887814313347,0.12396694214876033,0.34285714285714286,0.8823529411764706,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-01-30,@,,,,,30,56,0.536,22,38,0.579,8,18,0.444,14,20,0.7,12,21,33,19,4,0,15,15,32,63,0.508,20,33,0.606,12,30,0.4,10,13,0.769,8,16,24,22,12,2,7,18,,,68.5,68.175,68.3375,,,0.6071428571428571,0.6031746031746031,,0.35714285714285715,0.20634920634920634,0.32142857142857145,0.18633540372670807,0.09189366590088612,0.42857142857142855,0.7241379310344828,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-02-03,@,,,,,22,55,0.4,18,39,0.462,4,16,0.25,19,32,0.594,11,22,33,11,7,0,17,16,37,83,0.446,22,35,0.629,15,48,0.313,10,10,1,19,28,47,19,13,5,10,23,,,76.2,78.75,77.475,,,0.43636363636363634,0.536144578313253,,0.5818181818181818,0.12048192771084337,0.2909090909090909,0.19495412844036697,0.10230179028132992,0.28205128205128205,0.5365853658536586,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-02-07,,,,,,25,60,0.417,16,32,0.5,9,28,0.321,16,19,0.842,11,32,43,19,8,6,10,12,20,57,0.351,8,24,0.333,12,33,0.364,10,13,0.769,5,22,27,6,7,1,13,15,,,68.025,71.175,69.6,,,0.49166666666666664,0.45614035087719296,,0.31666666666666665,0.22807017543859648,0.4666666666666667,0.12654223347042073,0.1706596652445028,0.3333333333333333,0.8648648648648649,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-02-10,@,,,,,28,59,0.475,19,34,0.559,9,25,0.36,10,21,0.476,9,28,37,14,15,3,12,19,16,47,0.34,13,29,0.448,3,18,0.167,16,20,0.8,4,23,27,7,4,7,20,20,,,71.975,72.5,72.2375,,,0.5508474576271186,0.3723404255319149,,0.3559322033898305,0.425531914893617,0.423728813559322,0.14819388700216118,0.26143790849673204,0.28125,0.875,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-02-17,,,,,,24,50,0.48,20,35,0.571,4,15,0.267,19,32,0.594,16,25,41,10,3,3,14,20,25,55,0.455,22,38,0.579,3,17,0.176,14,19,0.737,8,18,26,10,4,6,6,25,,,63.2,62.025,62.6125,,,0.52,0.4818181818181818,,0.64,0.34545454545454546,0.3,0.17676767676767677,0.08568368439842912,0.47058823529411764,0.7575757575757576,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-02-21,,,,,,27,54,0.5,21,40,0.525,6,14,0.429,23,39,0.59,13,16,29,14,10,0,10,17,23,57,0.404,17,38,0.447,6,19,0.316,19,21,0.905,13,18,31,12,6,2,15,24,,,69.525,68.975,69.25,,,0.5555555555555556,0.45614035087719296,,0.7222222222222222,0.3684210526315789,0.25925925925925924,0.12117540139351711,0.18298261665141813,0.41935483870967744,0.5517241379310345,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-02-24,@,,,,,30,65,0.462,20,44,0.455,10,21,0.476,17,22,0.773,12,19,31,14,8,6,12,16,24,58,0.414,21,41,0.512,3,17,0.176,16,22,0.727,9,22,31,4,8,7,13,17,,,75.45,72.45,73.95,,,0.5384615384615384,0.4396551724137931,,0.3384615384615385,0.3793103448275862,0.3230769230769231,0.137221269296741,0.15960712093308776,0.35294117647058826,0.6785714285714286,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-02-27,,,,,,33,64,0.516,22,39,0.564,11,25,0.44,12,17,0.706,11,20,31,16,6,0,15,17,33,60,0.55,23,30,0.767,10,30,0.333,15,17,0.882,5,19,24,15,9,7,10,18,,,76.075,73.075,74.575,,,0.6015625,0.6333333333333333,,0.265625,0.2833333333333333,0.390625,0.1722652885443583,0.1280819724623759,0.36666666666666664,0.8,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-03-02,@,,,,,22,56,0.393,15,36,0.417,7,20,0.35,12,20,0.6,12,21,33,11,6,2,11,18,28,56,0.5,19,37,0.514,9,19,0.474,13,17,0.765,5,19,24,19,8,9,10,19,,,64.5,69.075,66.7875,,,0.45535714285714285,0.5803571428571429,,0.35714285714285715,0.30357142857142855,0.35714285714285715,0.1437908496732026,0.13499831252109348,0.3870967741935484,0.8076923076923077,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-03-06,@,,,,,28,57,0.491,19,28,0.679,9,29,0.31,4,7,0.571,8,20,28,14,6,2,12,18,26,55,0.473,18,34,0.529,8,21,0.381,15,20,0.75,10,21,31,10,6,2,9,9,,,64.325,63.5,63.9125,,,0.5701754385964912,0.5454545454545454,,0.12280701754385964,0.36363636363636365,0.5087719298245614,0.1659177324576564,0.12244897959183673,0.27586206896551724,0.6666666666666666,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-03-09,,,,,,31,62,0.5,23,42,0.548,8,20,0.4,19,25,0.76,13,22,35,13,7,4,12,18,32,66,0.485,23,38,0.605,9,28,0.321,20,24,0.833,9,17,26,20,6,5,8,20,,,72.875,76.4,74.6375,,,0.5645161290322581,0.553030303030303,,0.4032258064516129,0.36363636363636365,0.3225806451612903,0.13973799126637554,0.09367681498829039,0.43333333333333335,0.7096774193548387,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-03-14,N,,,,,23,55,0.418,17,34,0.5,6,21,0.286,18,27,0.667,7,26,33,11,10,2,11,16,19,50,0.38,12,30,0.4,7,20,0.35,15,21,0.714,6,27,33,9,9,4,16,19,,,71.825,69.975,70.9,,,0.4727272727272727,0.45,,0.4909090909090909,0.42,0.38181818181818183,0.13954963526799874,0.21059559065482067,0.20588235294117646,0.8125,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-03-15,N,,,,,26,47,0.553,22,34,0.647,4,13,0.308,17,22,0.773,5,23,28,11,9,2,13,14,19,62,0.306,11,29,0.379,8,33,0.242,10,12,0.833,13,18,31,12,8,1,13,17,,,65.45,67.7,66.575,,,0.5957446808510638,0.3709677419354839,,0.46808510638297873,0.1935483870967742,0.2765957446808511,0.18452803406671398,0.161090458488228,0.21739130434782608,0.6388888888888888,
2024,Mississippi State,mississippi-state,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2024-gamelogs.html,,2024-03-16,N,,,,,23,56,0.411,20,41,0.488,3,15,0.2,17,27,0.63,14,18,32,7,11,3,11,19,25,50,0.5,19,31,0.613,6,19,0.316,17,22,0.773,6,20,26,15,5,8,14,20,,,65.825,68.45,67.1375,,,0.4375,0.56,,0.48214285714285715,0.44,0.26785714285714285,0.137801440651425,0.1880456682337139,0.4117647058823529,0.75,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2023-11-06,,,,,,41,74,0.554,26,40,0.65,15,34,0.441,6,10,0.6,7,24,31,22,16,4,7,14,23,54,0.426,16,42,0.381,7,12,0.583,10,16,0.625,7,24,31,11,4,0,24,15,,,78.75,78.6,78.675,,,0.6554054054054054,0.49074074074074076,,0.13513513513513514,0.2962962962962963,0.4594594594594595,0.08163265306122448,0.28037383177570097,0.22580645161290322,0.7741935483870968,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2023-11-11,@,,,,,25,55,0.455,16,29,0.552,9,26,0.346,9,12,0.75,4,23,27,10,7,1,12,24,26,56,0.464,24,36,0.667,2,20,0.1,17,25,0.68,9,25,34,15,2,3,15,19,,,68.7,73.875,71.2875,,,0.5363636363636364,0.48214285714285715,,0.21818181818181817,0.44642857142857145,0.4727272727272727,0.16506189821182943,0.18099547511312217,0.13793103448275862,0.71875,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2023-11-16,@,,,,,25,58,0.431,21,34,0.618,4,24,0.167,9,11,0.818,5,17,22,8,9,4,8,19,20,48,0.417,17,30,0.567,3,18,0.167,17,21,0.81,7,26,33,5,5,4,14,14,,,66.225,64.975,65.6,,,0.46551724137931033,0.4479166666666667,,0.1896551724137931,0.4375,0.41379310344827586,0.11232011232011233,0.1945119833275443,0.16129032258064516,0.7083333333333334,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2023-11-20,,,,,,17,62,0.274,10,27,0.37,7,35,0.2,12,14,0.857,8,21,29,9,11,2,8,17,22,47,0.468,19,31,0.613,3,16,0.188,7,14,0.5,8,34,42,10,5,3,20,18,,,68.65,65.65,67.15,,,0.33064516129032256,0.5,,0.22580645161290322,0.2978723404255319,0.5645161290322581,0.10437051532941943,0.2715546503733876,0.19047619047619047,0.7241379310344828,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2023-11-22,,,,,,24,50,0.48,17,33,0.515,7,17,0.412,14,19,0.737,4,21,25,13,8,4,8,14,25,60,0.417,15,38,0.395,10,22,0.455,8,13,0.615,14,23,37,15,4,1,14,21,,,63.025,66.175,64.6,,,0.55,0.5,,0.38,0.21666666666666667,0.34,0.11935844834017156,0.17461802307452448,0.14814814814814814,0.6,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2023-11-26,,,,,,27,53,0.509,14,23,0.609,13,30,0.433,2,4,0.5,2,28,30,15,3,3,15,19,29,61,0.475,27,48,0.563,2,13,0.154,15,20,0.75,6,22,28,13,10,2,4,12,,,67.9,68.5,68.2,,,0.6320754716981132,0.4918032786885246,,0.07547169811320754,0.32786885245901637,0.5660377358490566,0.21459227467811157,0.053691275167785234,0.08333333333333333,0.8235294117647058,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2023-11-30,,,,,,25,65,0.385,18,34,0.529,7,31,0.226,5,10,0.5,8,22,30,13,6,2,7,15,30,60,0.5,22,41,0.537,8,19,0.421,2,5,0.4,8,31,39,14,6,0,17,14,,,68.75,71.375,70.0625,,,0.43846153846153846,0.5666666666666667,,0.15384615384615385,0.08333333333333333,0.47692307692307695,0.09120521172638436,0.2141732283464567,0.20512820512820512,0.7333333333333333,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2023-12-05,@,,,,,21,54,0.389,12,23,0.522,9,31,0.29,10,14,0.714,7,18,25,10,11,3,17,17,32,61,0.525,24,45,0.533,8,16,0.5,13,22,0.591,12,28,40,17,5,3,15,17,,,70.65,74.45,72.55000000000001,,,0.4722222222222222,0.5901639344262295,,0.25925925925925924,0.36065573770491804,0.5740740740740741,0.2189311010946555,0.17351069982648928,0.2,0.6,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2023-12-16,,,,,,33,63,0.524,13,20,0.65,20,43,0.465,20,23,0.87,9,28,37,22,13,4,17,17,29,61,0.475,23,44,0.523,6,17,0.353,17,23,0.739,4,22,26,10,11,2,17,18,,,81.925,84.925,83.425,,,0.6825396825396826,0.5245901639344263,,0.36507936507936506,0.3770491803278688,0.6825396825396826,0.186967280725873,0.19117233623840316,0.2903225806451613,0.875,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2023-12-19,,,,,,30,64,0.469,21,43,0.488,9,21,0.429,20,25,0.8,8,30,38,15,6,0,13,25,25,72,0.347,20,45,0.444,5,27,0.185,33,39,0.846,16,22,38,8,9,2,7,21,,,80.875,81.525,81.2,,,0.5390625,0.3819444444444444,,0.390625,0.5416666666666666,0.328125,0.14627285513361463,0.07177646757241732,0.26666666666666666,0.6521739130434783,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2023-12-22,@,,,,,23,58,0.397,16,29,0.552,7,29,0.241,17,25,0.68,6,21,27,12,4,1,12,21,31,65,0.477,23,44,0.523,8,21,0.381,12,25,0.48,10,29,39,16,8,4,9,23,,,75.875,75.875,75.875,,,0.45689655172413796,0.5384615384615384,,0.43103448275862066,0.38461538461538464,0.5,0.1465648854961832,0.10480349344978165,0.17142857142857143,0.6774193548387096,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2023-12-28,@,,,,,25,51,0.49,20,34,0.588,5,17,0.294,19,22,0.864,4,18,22,6,6,0,7,20,23,48,0.479,17,31,0.548,6,17,0.353,14,20,0.7,7,20,27,14,4,3,13,19,,,64.45,63.5,63.975,,,0.5392156862745098,0.5416666666666666,,0.43137254901960786,0.4166666666666667,0.3333333333333333,0.10226442658875091,0.18439716312056736,0.16666666666666666,0.72,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2023-12-30,@,,,,,24,59,0.407,16,37,0.432,8,22,0.364,8,14,0.571,6,19,25,17,8,2,9,26,28,49,0.571,22,35,0.629,6,14,0.429,24,35,0.686,8,32,40,16,5,2,10,16,,,68.65,67.625,68.1375,,,0.4745762711864407,0.6326530612244898,,0.23728813559322035,0.7142857142857143,0.3728813559322034,0.12056262558606831,0.1322314049586777,0.15789473684210525,0.7037037037037037,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-01-03,,,,,,26,57,0.456,15,31,0.484,11,26,0.423,13,16,0.813,5,23,28,14,9,3,15,19,26,50,0.52,19,36,0.528,7,14,0.5,23,27,0.852,1,27,28,9,8,3,13,20,,,74.6,74.825,74.7125,,,0.5526315789473685,0.59,,0.2807017543859649,0.54,0.45614035087719296,0.1884422110552764,0.17144741180349488,0.15625,0.9583333333333334,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-01-06,@,,,,,21,56,0.375,13,25,0.52,8,31,0.258,11,14,0.786,5,19,24,11,9,1,15,20,36,52,0.692,28,33,0.848,8,19,0.421,9,17,0.529,2,28,30,19,6,0,16,15,,,72.65,74.075,73.36250000000001,,,0.44642857142857145,0.7692307692307693,,0.25,0.3269230769230769,0.5535714285714286,0.1931745009658725,0.21031876437725927,0.15151515151515152,0.9047619047619048,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-01-11,,,,,,26,47,0.553,18,27,0.667,8,20,0.4,19,23,0.826,4,30,34,13,11,1,13,19,15,51,0.294,11,27,0.407,4,24,0.167,16,19,0.842,5,17,22,8,5,0,16,19,,,66.925,71.025,68.975,,,0.6382978723404256,0.3333333333333333,,0.48936170212765956,0.37254901960784315,0.425531914893617,0.18329221008107155,0.21045708648470896,0.19047619047619047,0.8571428571428571,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-01-13,,,,,,33,58,0.569,27,43,0.628,6,15,0.4,18,24,0.75,6,25,31,13,10,0,12,15,31,63,0.492,24,41,0.585,7,22,0.318,12,16,0.75,5,19,24,17,4,3,11,17,,,75.4,76.6,76,,,0.6206896551724138,0.5476190476190477,,0.41379310344827586,0.25396825396825395,0.25862068965517243,0.14742014742014742,0.13480392156862747,0.24,0.8333333333333334,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-01-20,,,,,,31,56,0.554,26,42,0.619,5,14,0.357,10,15,0.667,4,17,21,12,7,4,10,17,32,52,0.615,23,38,0.605,9,14,0.643,14,17,0.824,3,23,26,13,5,2,11,16,,,69.125,68.075,68.6,,,0.5982142857142857,0.7019230769230769,,0.26785714285714285,0.3269230769230769,0.25,0.13675213675213677,0.15476609215617304,0.14814814814814814,0.85,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-01-22,,,,,,27,46,0.587,21,32,0.656,6,14,0.429,17,27,0.63,6,28,34,14,2,1,10,24,22,55,0.4,15,34,0.441,7,21,0.333,19,29,0.655,9,19,28,9,6,1,6,20,,,62.825,65.775,64.30000000000001,,,0.6521739130434783,0.4636363636363636,,0.5869565217391305,0.5272727272727272,0.30434782608695654,0.1452960406828914,0.0802407221664995,0.24,0.7567567567567568,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-01-25,@,,,,,23,49,0.469,15,34,0.441,8,15,0.533,16,23,0.696,6,20,26,10,11,2,8,19,19,53,0.358,15,35,0.429,4,18,0.222,20,25,0.8,14,23,37,10,2,4,12,19,,,61.925,62.875,62.4,,,0.5510204081632653,0.39622641509433965,,0.46938775510204084,0.4716981132075472,0.30612244897959184,0.11777695988222305,0.15609756097560976,0.20689655172413793,0.5882352941176471,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-01-27,@,,,,,30,55,0.545,19,35,0.543,11,20,0.55,20,26,0.769,4,21,25,18,5,3,15,25,30,62,0.484,16,37,0.432,14,25,0.56,20,28,0.714,8,19,27,21,9,3,12,19,,,78.35,79.3,78.82499999999999,,,0.6454545454545455,0.5967741935483871,,0.4727272727272727,0.45161290322580644,0.36363636363636365,0.18214936247723135,0.13745704467353953,0.17391304347826086,0.7241379310344828,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-02-01,,,,,,24,65,0.369,15,32,0.469,9,33,0.273,13,21,0.619,10,20,30,11,11,1,12,18,22,49,0.449,20,31,0.645,2,18,0.111,14,21,0.667,4,28,32,9,5,4,18,18,,,76.975,72.975,74.975,,,0.43846153846153846,0.46938775510204084,,0.3230769230769231,0.42857142857142855,0.5076923076923077,0.1379706812302386,0.2338421565443326,0.2631578947368421,0.8333333333333334,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-02-03,,,,,,26,53,0.491,17,34,0.5,9,19,0.474,14,19,0.737,6,18,24,15,5,1,12,18,31,57,0.544,26,38,0.684,5,19,0.263,14,20,0.7,8,24,32,13,6,4,11,16,,,68.025,69.5,68.7625,,,0.5754716981132075,0.5877192982456141,,0.3584905660377358,0.3508771929824561,0.3584905660377358,0.16210739614994932,0.14193548387096774,0.2,0.6923076923076923,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-02-08,@,,,,,27,64,0.422,17,43,0.395,10,21,0.476,6,7,0.857,7,21,28,15,12,4,10,16,28,59,0.475,23,40,0.575,5,19,0.263,12,14,0.857,9,30,39,15,8,8,15,13,,,70.325,71.65,70.98750000000001,,,0.5,0.5169491525423728,,0.109375,0.23728813559322035,0.328125,0.12932428063368898,0.1859888406695598,0.1891891891891892,0.7,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-02-10,@,,,,,26,65,0.4,19,46,0.413,7,19,0.368,12,17,0.706,7,23,30,9,9,2,12,18,29,57,0.509,23,41,0.561,6,16,0.375,12,18,0.667,6,33,39,17,8,4,17,18,,,78.075,76.55,77.3125,,,0.45384615384615384,0.5614035087719298,,0.26153846153846155,0.3157894736842105,0.2923076923076923,0.14105201292976785,0.2059357964869776,0.175,0.7931034482758621,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-02-17,@,,,,,24,52,0.462,18,35,0.514,6,17,0.353,15,17,0.882,4,18,22,8,5,2,9,15,30,64,0.469,17,34,0.5,13,30,0.433,15,18,0.833,14,21,35,18,6,3,7,15,,,65.075,65.55,65.3125,,,0.5192307692307693,0.5703125,,0.3269230769230769,0.28125,0.3269230769230769,0.13029315960912052,0.08799497171590195,0.16,0.5625,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-02-22,,,,,,27,59,0.458,18,32,0.563,9,27,0.333,9,14,0.643,7,26,33,15,9,4,13,22,25,63,0.397,19,39,0.487,6,24,0.25,11,18,0.611,13,27,40,6,9,1,16,16,,,71.65,74.55,73.1,,,0.5338983050847458,0.4444444444444444,,0.23728813559322035,0.2857142857142857,0.4576271186440678,0.16528925619834708,0.18275271273557966,0.20588235294117646,0.6666666666666666,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-02-24,,,,,,21,51,0.412,14,28,0.5,7,23,0.304,14,21,0.667,3,23,26,10,8,2,14,23,21,54,0.389,13,30,0.433,8,24,0.333,16,27,0.593,10,25,35,9,7,3,12,22,,,71.975,68.825,70.4,,,0.4803921568627451,0.46296296296296297,,0.4117647058823529,0.5,0.45098039215686275,0.18672890963654554,0.1522359657469077,0.10714285714285714,0.696969696969697,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-02-29,@,,,,,23,49,0.469,15,28,0.536,8,21,0.381,8,14,0.571,5,22,27,8,13,5,10,13,17,50,0.34,10,30,0.333,7,20,0.35,7,10,0.7,6,20,26,6,3,0,17,15,,,60.65,65.75,63.2,,,0.5510204081632653,0.41,,0.2857142857142857,0.2,0.42857142857142855,0.15232292460015232,0.23693379790940766,0.2,0.7857142857142857,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-03-02,@,,,,,36,74,0.486,21,40,0.525,15,34,0.441,17,24,0.708,11,19,30,20,9,1,9,27,34,59,0.576,27,35,0.771,7,24,0.292,33,37,0.892,6,28,34,19,5,2,15,22,,,83.4,85.575,84.48750000000001,,,0.5878378378378378,0.635593220338983,,0.32432432432432434,0.6271186440677966,0.4594594594594595,0.09533898305084745,0.1638001638001638,0.28205128205128205,0.76,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-03-04,,,,,,29,55,0.527,16,28,0.571,13,27,0.481,5,8,0.625,5,26,31,22,6,3,11,11,27,60,0.45,23,43,0.535,4,17,0.235,6,8,0.75,6,23,29,7,7,1,9,13,,,64.8,66.8,65.8,,,0.6454545454545455,0.48333333333333334,,0.14545454545454545,0.13333333333333333,0.4909090909090909,0.15759312320916907,0.12362637362637363,0.17857142857142858,0.8125,
2024,Montana State,montana-state,https://www.sports-reference.com/cbb/schools/montana-state/men/2024-gamelogs.html,,2024-03-11,N,,,,,31,56,0.554,18,29,0.621,13,27,0.481,16,18,0.889,6,22,28,15,8,4,11,12,31,63,0.492,21,37,0.568,10,26,0.385,10,13,0.769,10,16,26,13,7,2,14,17,,,69.55,73.175,71.3625,,,0.6696428571428571,0.5714285714285714,,0.32142857142857145,0.20634920634920634,0.48214285714285715,0.14559894109861019,0.16831980763450557,0.2727272727272727,0.6875,
