season,team,team_slug,gamelog_url,game_number,game_date,location,opponent,game_result,points,opponent_points,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opponent_fg,opponent_fga,opponent_fg_pct,opponent_fg2,opponent_fg2a,opponent_fg2_pct,opponent_fg3,opponent_fg3a,opponent_fg3_pct,opponent_ft,opponent_fta,opponent_ft_pct,opponent_orb,opponent_drb,opponent_trb,opponent_ast,opponent_stl,opponent_blk,opponent_tov,opponent_pf,win,loss,raw_possessions,opponent_raw_possessions,estimated_possessions,offensive_rating,defensive_rating,efg_pct,opponent_efg_pct,true_shooting_pct,ft_rate,opponent_ft_rate,fg3_attempt_rate,tov_pct,forced_tov_pct,orb_pct,drb_pct,point_margin
2024,Grand Canyon,grand-canyon,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024-gamelogs.html,,2024-02-15,,,,,,24,58,0.414,12,32,0.375,12,26,0.462,13,20,0.65,14,27,41,16,7,4,12,16,24,62,0.387,16,39,0.41,8,23,0.348,5,13,0.385,13,17,30,11,6,4,10,19,,,65.5,65.175,65.3375,,,0.5172413793103449,0.45161290322580644,,0.3448275862068966,0.20967741935483872,0.4482758620689655,0.1509433962264151,0.12791813239526703,0.45161290322580644,0.675,
2024,Grand Canyon,grand-canyon,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024-gamelogs.html,,2024-02-17,,,,,,26,54,0.481,16,31,0.516,10,23,0.435,17,25,0.68,6,27,33,15,5,5,7,15,29,61,0.475,20,43,0.465,9,18,0.5,9,11,0.818,4,25,29,13,2,1,7,21,,,66.875,69.225,68.05,,,0.5740740740740741,0.5491803278688525,,0.46296296296296297,0.18032786885245902,0.42592592592592593,0.09605488850771869,0.09559576647319905,0.1935483870967742,0.8709677419354839,
2024,Grand Canyon,grand-canyon,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024-gamelogs.html,,2024-02-22,@,,,,,27,63,0.429,19,36,0.528,8,27,0.296,12,17,0.706,13,22,35,10,6,3,12,26,22,56,0.393,18,37,0.486,4,19,0.211,29,40,0.725,12,22,34,7,8,3,7,18,,,70.075,70,70.0375,,,0.49206349206349204,0.42857142857142855,,0.2698412698412698,0.7142857142857143,0.42857142857142855,0.14444778814324405,0.08536585365853659,0.37142857142857144,0.6470588235294118,
2024,Grand Canyon,grand-canyon,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024-gamelogs.html,,2024-02-24,@,,,,,25,51,0.49,21,36,0.583,4,15,0.267,19,24,0.792,4,24,28,6,2,2,9,25,23,60,0.383,19,49,0.388,4,11,0.364,29,36,0.806,10,20,30,12,6,2,7,18,,,67.4,74.1,70.75,,,0.5294117647058824,0.4166666666666667,,0.47058823529411764,0.6,0.29411764705882354,0.12605042016806722,0.08323424494649227,0.16666666666666666,0.7058823529411765,
2024,Grand Canyon,grand-canyon,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024-gamelogs.html,,2024-02-29,,,,,,29,58,0.5,22,38,0.579,7,20,0.35,7,9,0.778,10,27,37,19,5,6,11,9,18,54,0.333,13,39,0.333,5,15,0.333,2,3,0.667,6,16,22,6,5,0,9,13,,,63.275,58.425,60.849999999999994,,,0.5603448275862069,0.37962962962962965,,0.15517241379310345,0.05555555555555555,0.3448275862068966,0.1501194131695667,0.13969732246798602,0.38461538461538464,0.8181818181818182,
2024,Grand Canyon,grand-canyon,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024-gamelogs.html,,2024-03-02,,,,,,25,52,0.481,17,27,0.63,8,25,0.32,22,22,1,10,21,31,11,8,9,11,21,17,48,0.354,10,31,0.323,7,17,0.412,17,27,0.63,12,15,27,8,7,0,13,19,,,63.45,61.825,62.6375,,,0.5576923076923077,0.4270833333333333,,0.4230769230769231,0.5625,0.4807692307692308,0.14976174268209666,0.17609210971892988,0.4,0.6363636363636364,
2024,Grand Canyon,grand-canyon,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024-gamelogs.html,,2024-03-09,@,,,,,25,56,0.446,16,33,0.485,9,23,0.391,9,9,1,4,20,24,14,11,10,4,15,16,59,0.271,10,39,0.256,6,20,0.3,9,15,0.6,18,25,43,11,0,5,16,8,,,60.275,64.125,62.2,,,0.5267857142857143,0.3220338983050847,,0.16071428571428573,0.2542372881355932,0.4107142857142857,0.062232594321275765,0.1948249619482496,0.13793103448275862,0.5263157894736842,
2024,Grand Canyon,grand-canyon,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024-gamelogs.html,,2024-03-15,N,,,,,25,55,0.455,18,34,0.529,7,21,0.333,23,32,0.719,11,18,29,12,7,5,9,17,24,57,0.421,18,37,0.486,6,20,0.3,18,20,0.9,7,22,29,15,5,3,13,24,,,68.2,72.5,70.35,,,0.5181818181818182,0.47368421052631576,,0.5818181818181818,0.3508771929824561,0.38181818181818183,0.11363636363636363,0.16352201257861634,0.3333333333333333,0.72,
2024,Grand Canyon,grand-canyon,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024-gamelogs.html,,2024-03-16,N,,,,,23,58,0.397,17,38,0.447,6,20,0.3,37,50,0.74,10,20,30,13,12,2,12,22,25,51,0.49,15,24,0.625,10,27,0.37,14,22,0.636,6,20,26,11,7,1,26,33,,,83.75,81.45,82.6,,,0.4482758620689655,0.5882352941176471,,0.8620689655172413,0.43137254901960786,0.3448275862068966,0.128,0.2973127501429388,0.3333333333333333,0.7692307692307693,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2023-11-06,,,,,,26,61,0.426,15,26,0.577,11,35,0.314,21,29,0.724,20,20,40,19,15,5,10,19,11,39,0.282,8,23,0.348,3,16,0.188,6,17,0.353,10,17,27,7,4,2,24,22,,,64.775,61.075,62.925000000000004,,,0.5163934426229508,0.32051282051282054,,0.47540983606557374,0.4358974358974359,0.5737704918032787,0.11795930404010616,0.33767147379528667,0.5405405405405406,0.6666666666666666,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2023-11-11,,,,,,28,67,0.418,22,45,0.489,6,22,0.273,20,34,0.588,18,34,52,16,13,9,9,17,19,64,0.297,14,43,0.326,5,21,0.238,7,12,0.583,13,26,39,9,6,1,16,23,,,74.15,72.7,73.42500000000001,,,0.4626865671641791,0.3359375,,0.5074626865671642,0.1875,0.3283582089552239,0.09766684753119913,0.1866977829638273,0.4090909090909091,0.723404255319149,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2023-11-13,,,,,,30,57,0.526,21,37,0.568,9,20,0.45,10,15,0.667,12,20,32,15,17,3,11,12,18,41,0.439,9,23,0.391,9,18,0.5,3,5,0.6,3,16,19,13,3,0,23,15,,,63.125,63.375,63.25,,,0.6052631578947368,0.5487804878048781,,0.2631578947368421,0.12195121951219512,0.3508771929824561,0.1464226289517471,0.3465160075329567,0.42857142857142855,0.8695652173913043,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2023-11-16,N,,,,,24,58,0.414,17,41,0.415,7,17,0.412,10,14,0.714,10,24,34,13,6,2,8,20,16,42,0.381,12,27,0.444,4,15,0.267,13,25,0.52,5,23,28,10,4,1,8,14,,,62.65,56.875,59.7625,,,0.47413793103448276,0.42857142857142855,,0.2413793103448276,0.5952380952380952,0.29310344827586204,0.11011699931176874,0.1292929292929293,0.30303030303030304,0.8275862068965517,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2023-11-17,N,,,,,28,62,0.452,20,38,0.526,8,24,0.333,12,24,0.5,12,27,39,12,10,3,7,21,19,53,0.358,9,22,0.409,10,31,0.323,18,25,0.72,10,25,35,16,5,3,15,15,,,68.4,69.875,69.1375,,,0.5161290322580645,0.4528301886792453,,0.3870967741935484,0.4716981132075472,0.3870967741935484,0.08706467661691542,0.18779342723004694,0.32432432432432434,0.7297297297297297,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2023-11-19,N,,,,,27,63,0.429,19,43,0.442,8,20,0.4,7,8,0.875,13,20,33,11,7,4,6,14,19,47,0.404,15,29,0.517,4,18,0.222,13,16,0.813,5,17,22,15,3,3,11,10,,,59.8,60.6,60.2,,,0.49206349206349204,0.44680851063829785,,0.12698412698412698,0.3404255319148936,0.31746031746031744,0.08241758241758242,0.1676829268292683,0.43333333333333335,0.8,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2023-11-24,,,,,,27,58,0.466,20,34,0.588,7,24,0.292,18,30,0.6,15,27,42,12,9,4,3,17,14,43,0.326,11,26,0.423,3,17,0.176,13,19,0.684,4,22,26,7,2,1,13,20,,,60.25,61.025,60.6375,,,0.5258620689655172,0.36046511627906974,,0.5172413793103449,0.4418604651162791,0.41379310344827586,0.03986710963455149,0.19992310649750095,0.40540540540540543,0.8709677419354839,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2023-12-01,@,,,,,21,61,0.344,14,39,0.359,7,22,0.318,17,25,0.68,12,24,36,11,8,9,10,26,18,55,0.327,14,39,0.359,4,16,0.25,20,30,0.667,12,23,35,13,7,8,15,23,,,70.875,72.25,71.5625,,,0.4016393442622951,0.36363636363636365,,0.4098360655737705,0.5454545454545454,0.36065573770491804,0.12066365007541478,0.17804154302670624,0.34285714285714286,0.6666666666666666,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2023-12-06,,,,,,31,66,0.47,23,44,0.523,8,22,0.364,5,9,0.556,17,25,42,17,13,5,10,18,13,45,0.289,8,24,0.333,5,21,0.238,8,13,0.615,7,18,25,7,7,1,20,11,,,63.275,64.175,63.724999999999994,,,0.5303030303030303,0.34444444444444444,,0.13636363636363635,0.28888888888888886,0.3333333333333333,0.12457178449081283,0.2809975412715139,0.4857142857142857,0.78125,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2023-12-09,,,,,,28,66,0.424,17,36,0.472,11,30,0.367,22,31,0.71,21,20,41,16,18,3,12,20,17,40,0.425,11,20,0.55,6,20,0.3,15,27,0.556,7,17,24,10,6,5,23,22,,,71.725,68.825,70.275,,,0.5075757575757576,0.5,,0.4696969696969697,0.675,0.45454545454545453,0.12941493664060394,0.3033300362677217,0.5526315789473685,0.7407407407407407,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2023-12-16,N,,,,,26,61,0.426,15,34,0.441,11,27,0.407,7,8,0.875,15,19,34,18,2,10,10,16,21,55,0.382,12,28,0.429,9,27,0.333,15,22,0.682,14,19,33,11,5,4,10,13,,,59.8,61.45,60.625,,,0.5163934426229508,0.4636363636363636,,0.13114754098360656,0.4,0.4426229508196721,0.13368983957219252,0.13253810470510272,0.4411764705882353,0.5757575757575758,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2023-12-21,,,,,,26,60,0.433,22,41,0.537,4,19,0.211,16,23,0.696,12,23,35,9,14,8,11,16,13,45,0.289,11,30,0.367,2,15,0.133,9,17,0.529,7,22,29,8,6,3,25,19,,,69.925,71.075,70.5,,,0.4666666666666667,0.3111111111111111,,0.38333333333333336,0.37777777777777777,0.31666666666666665,0.13426914861153494,0.3202049311559398,0.35294117647058826,0.7666666666666667,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2023-12-30,,,,,,32,66,0.485,25,50,0.5,7,16,0.438,10,16,0.625,19,21,40,12,14,5,7,15,14,45,0.311,7,19,0.368,7,26,0.269,7,11,0.636,8,17,25,7,6,0,21,15,,,61.6,63.225,62.4125,,,0.5378787878787878,0.3888888888888889,,0.24242424242424243,0.24444444444444444,0.24242424242424243,0.08684863523573201,0.29484029484029484,0.5277777777777778,0.7241379310344828,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-01-06,,,,,,34,64,0.531,25,46,0.543,9,18,0.5,12,14,0.857,9,29,38,16,10,9,5,19,18,56,0.321,14,33,0.424,4,23,0.174,15,20,0.75,9,19,28,10,3,5,10,15,,,66.65,66.5,66.575,,,0.6015625,0.35714285714285715,,0.21875,0.35714285714285715,0.28125,0.06609385327164573,0.13245033112582782,0.32142857142857145,0.7631578947368421,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-01-09,@,,,,,19,50,0.38,12,24,0.5,7,26,0.269,8,12,0.667,10,22,32,8,7,5,16,19,18,47,0.383,15,32,0.469,3,15,0.2,18,22,0.818,6,19,25,14,8,0,12,12,,,61.7,63.45,62.575,,,0.45,0.4148936170212766,,0.24,0.46808510638297873,0.52,0.22315202231520223,0.17278617710583152,0.3448275862068966,0.7857142857142857,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-01-13,@,,,,,27,64,0.422,23,46,0.5,4,18,0.222,9,13,0.692,13,22,35,15,7,7,5,24,22,51,0.431,14,36,0.389,8,15,0.533,16,29,0.552,9,21,30,18,3,4,11,14,,,62.175,66.775,64.475,,,0.453125,0.5098039215686274,,0.203125,0.5686274509803921,0.28125,0.06651147322913203,0.14516661167931375,0.38235294117647056,0.7096774193548387,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-01-17,,,,,,33,63,0.524,25,46,0.543,8,17,0.471,3,3,1,11,25,36,14,9,2,6,15,18,49,0.367,7,22,0.318,11,27,0.407,7,15,0.467,9,17,26,13,4,4,12,9,,,59.425,59.125,59.275,,,0.5873015873015873,0.47959183673469385,,0.047619047619047616,0.30612244897959184,0.2698412698412698,0.08519701810436635,0.1761467889908257,0.39285714285714285,0.7352941176470589,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-01-20,,,,,,20,58,0.345,14,40,0.35,6,18,0.333,11,16,0.688,10,28,38,12,11,7,7,23,7,44,0.159,3,23,0.13,4,21,0.19,24,33,0.727,9,28,37,5,6,3,14,16,,,62.6,64.675,63.6375,,,0.39655172413793105,0.20454545454545456,,0.27586206896551724,0.75,0.3103448275862069,0.09641873278236915,0.19002375296912113,0.2631578947368421,0.7567567567567568,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-01-23,@,,,,,24,59,0.407,14,36,0.389,10,23,0.435,17,24,0.708,13,22,35,9,7,2,9,12,25,59,0.424,14,21,0.667,11,38,0.289,7,10,0.7,10,20,30,16,6,0,13,18,,,66.4,66.75,66.575,,,0.4915254237288136,0.5169491525423728,,0.4067796610169492,0.1694915254237288,0.3898305084745763,0.11335012594458438,0.16938110749185667,0.3939393939393939,0.6875,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-01-27,,,,,,22,55,0.4,15,34,0.441,7,21,0.333,23,34,0.676,11,20,31,9,11,3,7,16,19,47,0.404,12,26,0.462,7,21,0.333,7,12,0.583,4,19,23,8,4,5,16,20,,,67.15,64.7,65.92500000000001,,,0.4636363636363636,0.4787234042553192,,0.6181818181818182,0.2553191489361702,0.38181818181818183,0.08957133717210491,0.2328966521106259,0.36666666666666664,0.8333333333333334,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-01-29,@,,,,,28,68,0.412,20,44,0.455,8,24,0.333,12,16,0.75,13,30,43,13,5,6,10,20,26,60,0.433,20,40,0.5,6,20,0.3,14,20,0.7,6,26,32,19,6,4,10,16,,,72.6,73.5,73.05,,,0.47058823529411764,0.48333333333333334,,0.23529411764705882,0.3333333333333333,0.35294117647058826,0.11682242990654207,0.12578616352201258,0.3333333333333333,0.8333333333333334,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-02-03,@,,,,,25,69,0.362,16,40,0.4,9,29,0.31,6,10,0.6,12,11,23,14,8,1,2,12,31,45,0.689,25,32,0.781,6,13,0.462,10,15,0.667,6,30,36,20,2,3,17,10,,,63.75,63.125,63.4375,,,0.427536231884058,0.7555555555555555,,0.14492753623188406,0.3333333333333333,0.42028985507246375,0.026402640264026403,0.24593128390596744,0.2857142857142857,0.6470588235294118,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-02-06,,,,,,31,63,0.492,25,48,0.521,6,15,0.4,11,14,0.786,12,21,33,13,11,1,9,23,17,42,0.405,12,21,0.571,5,21,0.238,24,37,0.649,7,17,24,5,7,3,15,16,,,66.65,67.575,67.11250000000001,,,0.5396825396825397,0.4642857142857143,,0.2222222222222222,0.8809523809523809,0.23809523809523808,0.1144310235219326,0.20113979215554809,0.41379310344827586,0.75,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-02-10,@,,,,,27,69,0.391,24,53,0.453,3,16,0.188,10,14,0.714,16,23,39,9,5,4,5,20,19,51,0.373,13,31,0.419,6,20,0.3,18,25,0.72,8,23,31,8,2,3,8,13,,,64.65,62.875,63.7625,,,0.41304347826086957,0.43137254901960786,,0.2028985507246377,0.49019607843137253,0.2318840579710145,0.0619962802231866,0.1128747795414462,0.41025641025641024,0.7419354838709677,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-02-17,,,,,,29,62,0.468,21,39,0.538,8,23,0.348,16,26,0.615,16,27,43,12,13,7,8,16,22,57,0.386,16,39,0.41,6,18,0.333,11,16,0.688,9,21,30,9,5,4,14,19,,,66.35,69.6,67.975,,,0.532258064516129,0.43859649122807015,,0.41935483870967744,0.2807017543859649,0.3709677419354839,0.097146326654523385,0.178117048346056,0.43243243243243246,0.75,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-02-19,,,,,,21,50,0.42,14,26,0.538,7,24,0.292,24,32,0.75,6,22,28,11,13,3,8,18,23,55,0.418,14,38,0.368,9,17,0.529,10,15,0.667,11,19,30,16,5,2,15,21,,,67.2,66.125,66.6625,,,0.49,0.5,,0.64,0.2727272727272727,0.48,0.1092896174863388,0.19448946515397084,0.24,0.6666666666666666,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-02-24,@,,,,,29,61,0.475,23,40,0.575,6,21,0.286,18,21,0.857,8,17,25,17,14,5,8,19,24,55,0.436,14,30,0.467,10,25,0.4,18,22,0.818,7,25,32,13,4,4,19,17,,,70.975,77.45,74.2125,,,0.5245901639344263,0.5272727272727272,,0.3442622950819672,0.4,0.3442622950819672,0.10129787907565686,0.2249851983422143,0.24242424242424243,0.7083333333333334,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-02-27,,,,,,21,54,0.389,14,34,0.412,7,20,0.35,18,27,0.667,8,14,22,13,15,3,9,16,21,53,0.396,16,34,0.471,5,19,0.263,12,15,0.8,14,25,39,14,4,4,18,23,,,67.825,64.125,65.975,,,0.4537037037037037,0.44339622641509435,,0.5,0.2830188679245283,0.37037037037037035,0.11869436201780414,0.2304,0.24242424242424243,0.5,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-03-02,@,,,,,34,60,0.567,24,41,0.585,10,19,0.526,9,11,0.818,6,16,22,13,6,4,5,18,29,55,0.527,17,30,0.567,12,25,0.48,15,18,0.833,8,19,27,15,4,3,8,12,,,64.225,63.55,63.887499999999996,,,0.65,0.6363636363636364,,0.18333333333333332,0.32727272727272727,0.31666666666666665,0.0711997152011392,0.11180992313067785,0.24,0.6666666666666666,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-03-06,@,,,,,25,58,0.431,17,34,0.5,8,24,0.333,9,18,0.5,13,14,27,11,9,3,9,18,20,44,0.455,17,34,0.5,3,10,0.3,16,23,0.696,7,19,26,10,7,5,17,19,,,62.55,64.925,63.7375,,,0.5,0.48863636363636365,,0.3103448275862069,0.5227272727272727,0.41379310344827586,0.11912640635340835,0.23635731664928747,0.40625,0.6666666666666666,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-03-09,,,,,,28,64,0.438,17,35,0.486,11,29,0.379,9,11,0.818,10,25,35,17,11,4,10,17,15,45,0.333,12,24,0.5,3,21,0.143,13,20,0.65,4,21,25,9,6,3,17,14,,,69.225,67.5,68.3625,,,0.5234375,0.36666666666666664,,0.171875,0.4444444444444444,0.453125,0.12622278321236985,0.23776223776223776,0.3225806451612903,0.8620689655172413,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-03-14,N,,,,,21,53,0.396,13,30,0.433,8,23,0.348,10,14,0.714,8,28,36,10,9,9,13,16,17,73,0.233,15,53,0.283,2,20,0.1,9,14,0.643,26,23,49,5,10,2,14,14,,,64.65,67.65,66.15,,,0.4716981132075472,0.2465753424657534,,0.2641509433962264,0.1917808219178082,0.4339622641509434,0.17894012388162422,0.14949279231179924,0.25806451612903225,0.5185185185185185,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-03-15,N,,,,,29,59,0.492,17,31,0.548,12,28,0.429,12,14,0.857,10,19,29,16,7,4,8,18,15,45,0.333,8,23,0.348,7,22,0.318,22,24,0.917,8,20,28,10,4,1,16,14,,,63.65,64.4,64.025,,,0.5932203389830508,0.4111111111111111,,0.23728813559322035,0.5333333333333333,0.4745762711864407,0.10862186014935504,0.22099447513812154,0.3333333333333333,0.7037037037037037,
2024,Houston,houston,https://www.sports-reference.com/cbb/schools/houston/men/2024-gamelogs.html,,2024-03-16,N,,,,,15,56,0.268,11,34,0.324,4,22,0.182,7,8,0.875,10,23,33,7,6,2,11,15,25,50,0.5,16,28,0.571,9,22,0.409,10,17,0.588,6,28,34,17,9,3,7,11,,,60.8,59.075,59.9375,,,0.30357142857142855,0.59,,0.14285714285714285,0.34,0.39285714285714285,0.1553672316384181,0.10756819054936612,0.2631578947368421,0.7931034482758621,
2024,Howard,howard,https://www.sports-reference.com/cbb/schools/howard/men/2024-gamelogs.html,,2023-11-06,,,,,,27,48,0.563,18,30,0.6,9,18,0.5,29,36,0.806,4,25,29,12,9,1,20,20,28,56,0.5,19,28,0.679,9,28,0.321,15,21,0.714,2,14,16,11,12,0,17,28,,,81.1,80.975,81.0375,,,0.65625,0.5803571428571429,,0.75,0.375,0.375,0.23501762632197418,0.20488098824947273,0.2222222222222222,0.9259259259259259,
2024,Howard,howard,https://www.sports-reference.com/cbb/schools/howard/men/2024-gamelogs.html,,2023-11-09,@,,,,,30,60,0.5,24,39,0.615,6,21,0.286,19,28,0.679,11,25,36,11,5,6,13,19,34,77,0.442,30,59,0.508,4,18,0.222,16,27,0.593,15,20,35,12,6,3,6,19,,,75.3,80.825,78.0625,,,0.55,0.4675324675324675,,0.4666666666666667,0.35064935064935066,0.35,0.15063731170336037,0.06261414036003131,0.3548387096774194,0.625,
2024,Howard,howard,https://www.sports-reference.com/cbb/schools/howard/men/2024-gamelogs.html,,2023-11-12,@,,,,,29,61,0.475,22,43,0.512,7,18,0.389,21,27,0.778,12,18,30,6,6,2,19,21,37,69,0.536,26,49,0.531,11,20,0.55,22,29,0.759,12,17,29,18,14,5,10,19,,,80.825,80.775,80.80000000000001,,,0.5327868852459017,0.6159420289855072,,0.4426229508196721,0.42028985507246375,0.29508196721311475,0.20468623754376514,0.10778765831312315,0.41379310344827586,0.6,
2024,Howard,howard,https://www.sports-reference.com/cbb/schools/howard/men/2024-gamelogs.html,,2023-11-14,,,,,,19,54,0.352,13,32,0.406,6,22,0.273,20,26,0.769,6,32,38,8,7,3,10,14,20,59,0.339,14,36,0.389,6,23,0.261,7,11,0.636,5,27,32,12,4,1,13,23,,,70.35,72.225,71.2875,,,0.4074074074074074,0.3898305084745763,,0.48148148148148145,0.1864406779661017,0.4074074074074074,0.13097576948264572,0.16833926837164132,0.18181818181818182,0.8648648648648649,
2024,Howard,howard,https://www.sports-reference.com/cbb/schools/howard/men/2024-gamelogs.html,,2023-11-18,@,,,,,22,55,0.4,12,34,0.353,10,21,0.476,9,14,0.643,7,21,28,13,5,4,20,22,32,59,0.542,27,42,0.643,5,17,0.294,16,26,0.615,10,25,35,19,11,7,11,14,,,74.65,72.35,73.5,,,0.4909090909090909,0.5847457627118644,,0.2545454545454545,0.4406779661016949,0.38181818181818183,0.24494794856093077,0.13357619914996965,0.21875,0.6774193548387096,
2024,Howard,howard,https://www.sports-reference.com/cbb/schools/howard/men/2024-gamelogs.html,,2023-11-20,@,,,,,21,66,0.318,14,39,0.359,7,27,0.259,12,20,0.6,12,27,39,13,2,3,9,16,25,56,0.446,17,33,0.515,8,23,0.348,9,16,0.563,2,33,35,15,6,6,7,16,,,72.5,68.6,70.55,,,0.3712121212121212,0.5178571428571429,,0.30303030303030304,0.2857142857142857,0.4090909090909091,0.10650887573964497,0.09915014164305949,0.26666666666666666,0.9310344827586207,
2024,Howard,howard,https://www.sports-reference.com/cbb/schools/howard/men/2024-gamelogs.html,,2023-11-25,@,,,,,29,64,0.453,23,42,0.548,6,22,0.273,23,25,0.92,12,30,42,15,9,3,19,23,28,64,0.438,21,44,0.477,7,20,0.35,20,27,0.741,8,20,28,14,11,1,15,20,,,82.875,83.825,83.35,,,0.5,0.4921875,,0.390625,0.421875,0.34375,0.2002635046113307,0.16335420637081405,0.375,0.7894736842105263,
2024,Howard,howard,https://www.sports-reference.com/cbb/schools/howard/men/2024-gamelogs.html,,2023-11-28,,,,,,30,60,0.5,21,39,0.538,9,21,0.429,12,14,0.857,7,17,24,15,5,2,9,20,33,69,0.478,30,50,0.6,3,19,0.158,17,21,0.81,15,21,36,16,7,4,10,14,,,68.65,73.975,71.3125,,,0.575,0.5,,0.23333333333333334,0.30434782608695654,0.35,0.11896893588896232,0.112391121101433,0.25,0.53125,
2024,Howard,howard,https://www.sports-reference.com/cbb/schools/howard/men/2024-gamelogs.html,,2023-12-11,@,,,,,26,52,0.5,17,30,0.567,9,22,0.409,7,9,0.778,5,21,26,15,6,3,13,19,24,58,0.414,12,27,0.444,12,31,0.387,18,23,0.783,13,20,33,15,2,1,8,11,,,64.275,63.925,64.1,,,0.5865384615384616,0.5172413793103449,,0.17307692307692307,0.39655172413793105,0.4230769230769231,0.18765788523998556,0.10399740006499839,0.2,0.6176470588235294,
2024,Howard,howard,https://www.sports-reference.com/cbb/schools/howard/men/2024-gamelogs.html,,2023-12-13,,,,,,34,60,0.567,26,38,0.684,8,22,0.364,12,21,0.571,12,30,42,25,11,3,22,26,15,49,0.306,14,41,0.341,1,8,0.125,18,30,0.6,7,14,21,6,8,2,26,19,,,79.975,82.25,81.1125,,,0.6333333333333333,0.3163265306122449,,0.35,0.6122448979591837,0.36666666666666664,0.23919543354172332,0.2913165266106443,0.46153846153846156,0.8108108108108109,
2024,Howard,howard,https://www.sports-reference.com/cbb/schools/howard/men/2024-gamelogs.html,,2023-12-17,N,,,,,29,53,0.547,19,30,0.633,10,23,0.435,6,11,0.545,4,20,24,22,9,2,21,23,27,61,0.443,18,39,0.462,9,22,0.409,18,28,0.643,13,22,35,13,13,5,15,15,,,75.225,76.3,75.76249999999999,,,0.6415094339622641,0.5163934426229508,,0.20754716981132076,0.45901639344262296,0.4339622641509434,0.26506784474597667,0.167973124300112,0.15384615384615385,0.6060606060606061,
