team,games,wins,losses,team_game_score,opp_team_game_score,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf
Akron,32,26,6,84.375,74.0625,30.625,65.03125,0.472875,19.6875,34.78125,0.5685,10.9375,30.25,0.36103125,0.55759375,12.1875,16.28125,0.7433125,10.1875,25.8125,36,18.375,7.84375,3.71875,11.84375,17.96875,26.1875,61.65625,0.42640625,18.96875,38.15625,0.4963125,7.21875,23.5,0.306125,0.48484375,14.46875,20.15625,0.7011875,8.6875,22.0625,30.75,11.65625,7.25,2.40625,12.375,16.3125
Alabama,31,24,7,91.16129032258064,81.06451612903226,31.032258064516128,64.12903225806451,0.4842258064516129,20.64516129032258,34.483870967741936,0.6018387096774194,10.387096774193548,29.64516129032258,0.3488709677419355,0.5654516129032258,18.70967741935484,26.096774193548388,0.7289354838709677,11.129032258064516,28.322580645161292,39.45161290322581,16.903225806451612,5.967741935483871,4.483870967741935,12.258064516129032,18.967741935483872,28.903225806451612,68.35483870967742,0.4250322580645161,21.612903225806452,44.38709677419355,0.4918064516129032,7.290322580645161,23.967741935483872,0.30116129032258065,0.47858064516129034,15.96774193548387,22.516129032258064,0.7209032258064516,10.419354838709678,22.35483870967742,32.774193548387096,12.548387096774194,7.870967741935484,4.290322580645161,9.96774193548387,20.967741935483872
Alabama State,32,17,15,74.15625,73.0625,25.90625,63.40625,0.4095625,16.875,36.21875,0.4680625,9.03125,27.1875,0.32665625,0.48071875000000003,13.3125,19.28125,0.69684375,9.5,22.65625,32.15625,11.59375,7.8125,2.84375,8.78125,18.5,25.0625,57.09375,0.44059375,17.53125,34.59375,0.508875,7.53125,22.5,0.3285625,0.506,15.40625,22.25,0.68165625,9.125,26.625,35.75,12.40625,5.28125,3.15625,12.3125,16.1875
American,34,22,12,68.6470588235294,67.26470588235294,23.91176470588235,54,0.4442058823529412,15.5,29.764705882352942,0.5204117647058824,8.411764705882353,24.235294117647058,0.35105882352941176,0.5223529411764706,12.411764705882353,16.41176470588235,0.7466176470588235,6.705882352941177,21.5,28.205882352941178,12.529411764705882,6.617647058823529,1.8529411764705883,10.147058823529411,17.852941176470587,24.176470588235293,53.26470588235294,0.4540294117647059,18.08823529411765,34.73529411764706,0.519264705882353,6.088235294117647,18.529411764705884,0.3301764705882353,0.5121176470588236,12.823529411764707,18.41176470588235,0.6867058823529412,7.529411764705882,22.676470588235293,30.205882352941178,12.147058823529411,5.970588235294118,2.764705882352941,11.264705882352942,15.735294117647058
Arizona,32,21,11,82.15625,72.21875,28.78125,60.90625,0.47246875,21.9375,39.59375,0.55796875,6.84375,21.3125,0.32128125,0.5284375,17.75,22.59375,0.78784375,10.5625,25.6875,36.25,16.71875,7.875,4.3125,11.34375,16.53125,25.46875,61.4375,0.415375,16.84375,35.6875,0.47175,8.625,25.75,0.3289375,0.48546875,12.65625,17.71875,0.7034375,8.78125,19.84375,28.625,13.78125,6.5,2.59375,11.3125,17.75
Arkansas,33,20,13,76.60606060606061,71.15151515151516,27.151515151515152,58.24242424242424,0.46536363636363637,20.03030303030303,36.84848484848485,0.5443636363636364,7.121212121212121,21.393939393939394,0.33190909090909093,0.5265757575757576,15.181818181818182,20.696969696969695,0.719,7.545454545454546,24.515151515151516,32.06060606060606,14.454545454545455,7.606060606060606,5.636363636363637,11.454545454545455,16.12121212121212,25.333333333333332,60.36363636363637,0.42033333333333334,17.727272727272727,36.515151515151516,0.48615151515151517,7.606060606060606,23.848484848484848,0.31536363636363635,0.4835757575757576,12.878787878787879,17.757575757575758,0.7197575757575758,8.818181818181818,22.666666666666668,31.484848484848484,12.303030303030303,6.787878787878788,2.606060606060606,11.787878787878787,17.303030303030305
Auburn,31,27,4,85.16129032258064,70,30.129032258064516,62.096774193548384,0.4876774193548387,20.741935483870968,36.87096774193548,0.570741935483871,9.387096774193548,25.225806451612904,0.369258064516129,0.5636774193548387,15.516129032258064,20.774193548387096,0.7380967741935484,10.32258064516129,24.096774193548388,34.41935483870968,16.677419354838708,7.032258064516129,6.387096774193548,8.838709677419354,18.580645161290324,23.806451612903224,58.096774193548384,0.4098709677419355,17.870967741935484,38.12903225806452,0.46758064516129033,5.935483870967742,19.967741935483872,0.30848387096774194,0.46125806451612905,16.451612903225808,22.64516129032258,0.7248064516129032,9,20.35483870967742,29.35483870967742,9.67741935483871,5.967741935483871,2.806451612903226,11.193548387096774,17.516129032258064
BYU,32,24,8,81.8125,70.78125,29.09375,59.6875,0.4891875,18.25,30.8125,0.59559375,10.84375,28.875,0.37353125,0.5806875,12.78125,18.25,0.6919375,9.21875,24.28125,33.5,17.40625,7.15625,3.15625,11.40625,16.03125,24.96875,58.1875,0.43103125,16.03125,32.40625,0.494375,8.9375,25.78125,0.34840625,0.50809375,11.90625,16.9375,0.668875,7.40625,19.90625,27.3125,13.15625,6.5,2.5,11.46875,16.65625
Baylor,33,19,14,76.45454545454545,69.15151515151516,27.09090909090909,60.45454545454545,0.4487878787878788,18.606060606060606,36.303030303030305,0.5132727272727273,8.484848484848484,24.151515151515152,0.348,0.5185757575757576,13.787878787878787,18.515151515151516,0.7493333333333333,11.030303030303031,22.03030303030303,33.06060606060606,14.606060606060606,7.636363636363637,2.878787878787879,10.303030303030303,16.303030303030305,24.181818181818183,55.78787878787879,0.43496969696969695,16.272727272727273,33.18181818181818,0.49272727272727274,7.909090909090909,22.606060606060606,0.3475757575757576,0.5064848484848485,12.878787878787879,18.484848484848484,0.6863030303030303,9,21.09090909090909,30.09090909090909,14.424242424242424,5.96969696969697,3.9393939393939394,12.242424242424242,16.696969696969695
Bryant,33,22,11,82.45454545454545,74.3030303030303,30.181818181818183,65.78787878787878,0.4568787878787879,22.272727272727273,42.36363636363637,0.5245454545454545,7.909090909090909,23.424242424242426,0.3348181818181818,0.5164242424242425,14.181818181818182,19.848484848484848,0.7129696969696969,12.121212121212121,26.060606060606062,38.18181818181818,15.06060606060606,6.606060606060606,6.0606060606060606,11.454545454545455,15.545454545454545,26.757575757575758,64.27272727272727,0.41733333333333333,19.272727272727273,41.27272727272727,0.4706666666666667,7.484848484848484,23,0.3277878787878788,0.4760606060606061,13.303030303030303,18.515151515151516,0.7058181818181818,8.575757575757576,23.272727272727273,31.848484848484848,11.484848484848484,6.545454545454546,2.3333333333333335,11.545454545454545,17.333333333333332
