team,games,wins,losses,team_game_score,opp_team_game_score,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf
Akron,33,28,5,88.63636363636364,73.42424242424242,32.03030303030303,63.57575757575758,0.5035454545454545,21.09090909090909,34.93939393939394,0.5997878787878788,10.93939393939394,28.636363636363637,0.38451515151515153,0.5904242424242424,13.636363636363637,17.939393939393938,0.7471212121212122,9.818181818181818,25.424242424242426,35.24242424242424,18.545454545454547,7.606060606060606,3.0606060606060606,10.515151515151516,15.878787878787879,25.636363636363637,61.15151515151515,0.4223939393939394,16.272727272727273,34.18181818181818,0.477030303030303,9.363636363636363,26.96969696969697,0.3465757575757576,0.4989090909090909,12.787878787878787,17.696969696969695,0.717939393939394,9.424242424242424,19.545454545454547,28.96969696969697,13.06060606060606,6.242424242424242,2.8181818181818183,12.848484848484848,15.666666666666666
Alabama,32,23,9,91.71875,83.46875,30.15625,65.875,0.45815625,17.5,30.53125,0.56803125,12.65625,35.34375,0.3575625,0.5543125,18.75,24.5,0.76440625,10.1875,26.6875,36.875,16.125,6.4375,5.0625,9.4375,18.53125,29.84375,68.90625,0.433375,21.75,44.75,0.48671875,8.09375,24.15625,0.33065625,0.49221875,15.6875,22.5,0.6871875,11.6875,24.53125,36.21875,13.9375,6.40625,3.6875,9.28125,19.84375
Arizona,33,31,2,86.36363636363636,68.63636363636364,30.727272727272727,61.06060606060606,0.5042424242424243,24.848484848484848,44.63636363636363,0.558939393939394,5.878787878787879,16.424242424242426,0.34854545454545455,0.5522121212121213,19.03030303030303,26.060606060606062,0.7221212121212122,11.696969696969697,28.272727272727273,39.96969696969697,17.181818181818183,8,4.303030303030303,10.606060606060606,16,24.424242424242426,62.57575757575758,0.3903030303030303,17.12121212121212,39.21212121212121,0.43881818181818183,7.303030303030303,23.363636363636363,0.3102121212121212,0.4487878787878788,12.484848484848484,17.454545454545453,0.713939393939394,9.030303030303031,18.87878787878788,27.90909090909091,11.969696969696969,6.090909090909091,3.727272727272727,11.93939393939394,19.636363636363637
Arkansas,32,24,8,89.96875,79.9375,32.15625,64.21875,0.50146875,23.96875,42.8125,0.56221875,8.1875,21.40625,0.37653125,0.5653125,17.46875,23.375,0.74590625,9.4375,22.78125,32.21875,16.9375,7.3125,5.25,8.78125,17.21875,28.90625,63.6875,0.45503125,21.28125,39.40625,0.5425,7.625,24.28125,0.31453125,0.51484375,14.5,20.375,0.7138125,9.84375,21.8125,31.65625,14.625,4.875,2.84375,10.96875,18.03125
BYU,34,23,11,83.91176470588235,75.32352941176471,29.705882352941178,62.26470588235294,0.4776470588235294,21.058823529411764,37.5,0.5643235294117647,8.647058823529411,24.764705882352942,0.34741176470588236,0.547235294117647,15.852941176470589,21.264705882352942,0.7503235294117647,10.5,24.323529411764707,34.8235294117647,13.5,7.205882352941177,4.4411764705882355,10.529411764705882,15.764705882352942,27.11764705882353,61.26470588235294,0.44341176470588234,18.647058823529413,37.26470588235294,0.4988529411764706,8.470588235294118,24,0.35297058823529415,0.5128529411764706,12.617647058823529,17.705882352941178,0.6871176470588235,8.647058823529411,21.794117647058822,30.441176470588236,14.735294117647058,6.294117647058823,2.9705882352941178,11.088235294117647,18.470588235294116
California Baptist,32,24,8,73.34375,67.78125,25.71875,59.34375,0.43678125,19.375,40.5,0.47834375,6.34375,18.84375,0.341125,0.49034375,15.5625,21.75,0.71721875,12,24,36,10.375,5.4375,2.90625,11.4375,18.65625,23.625,56.75,0.41665625,18.21875,38.5,0.47353125,5.40625,18.25,0.29496875,0.464,15.125,20.90625,0.73190625,8.25,21.09375,29.34375,10.84375,6.84375,3.90625,11.25,18.25
Clemson,34,24,10,74.1470588235294,66.73529411764706,25.41176470588235,56.05882352941177,0.45535294117647057,17.205882352941178,32,0.5415588235294118,8.205882352941176,24.058823529411764,0.3453823529411765,0.5292058823529412,15.117647058823529,20.823529411764707,0.7253823529411765,7.9411764705882355,23.558823529411764,31.5,12.764705882352942,6.323529411764706,2.823529411764706,8.676470588235293,16.029411764705884,22.823529411764707,54.44117647058823,0.4203529411764706,15.205882352941176,31.058823529411764,0.49370588235294116,7.617647058823529,23.38235294117647,0.3295,0.4905,13.470588235294118,18.029411764705884,0.7294411764705883,7.5,22.147058823529413,29.647058823529413,10.588235294117647,5.5588235294117645,3.2941176470588234,10.764705882352942,18.176470588235293
Duke,33,31,2,82.54545454545455,62.93939393939394,28.727272727272727,58.21212121212121,0.49354545454545456,19.606060606060606,32.27272727272727,0.6066060606060606,9.121212121212121,25.939393939393938,0.352969696969697,0.5723636363636364,15.969696969696969,22.12121212121212,0.716,10.787878787878787,26.757575757575758,37.54545454545455,17,7.848484848484849,3.3333333333333335,10.212121212121213,15.787878787878787,22.606060606060606,57.84848484848485,0.39221212121212123,14.575757575757576,31.393939393939394,0.4644848484848485,8.030303030303031,26.454545454545453,0.30954545454545457,0.46206060606060606,9.696969696969697,13.636363636363637,0.7072727272727273,7.515151515151516,18.90909090909091,26.424242424242426,11.727272727272727,6.424242424242424,2.757575757575758,11.515151515151516,18.151515151515152
Florida,32,26,6,87.1875,71.40625,30.9375,64.625,0.47875,23.5,40.5,0.58284375,7.4375,24.125,0.3116875,0.53725,17.875,25.21875,0.71578125,14.34375,28.28125,42.625,16.75,6.75,5.125,11.28125,17.6875,24.90625,61.5625,0.40621875,18.3125,40.875,0.4483125,6.59375,20.6875,0.324375,0.45996875,15,20.8125,0.71309375,8.125,19.0625,27.1875,10.84375,6.59375,2.90625,10.71875,19.84375
Furman,34,22,12,76.47058823529412,70.5,27.470588235294116,57.73529411764706,0.47741176470588237,18.58823529411765,30.58823529411765,0.6161176470588235,8.882352941176471,27.147058823529413,0.3361470588235294,0.5543823529411764,12.647058823529411,18.323529411764707,0.6739117647058823,9.323529411764707,25.264705882352942,34.588235294117645,15.647058823529411,4.794117647058823,3.2941176470588234,11.352941176470589,15.088235294117647,25.264705882352942,59.44117647058823,0.4249705882352941,17.11764705882353,34.294117647058826,0.4986764705882353,8.147058823529411,25.147058823529413,0.32785294117647057,0.4934411764705882,11.823529411764707,16.852941176470587,0.6891176470588235,8.205882352941176,20.264705882352942,28.470588235294116,11.911764705882353,7.588235294117647,3.0294117647058822,9.117647058823529,17.029411764705884
