team,games,wins,losses,team_game_score,opp_team_game_score,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf
Alabama,34,29,5,82.17647058823529,68.5,27.764705882352942,62.205882352941174,0.44823529411764707,17.705882352941178,32.44117647058823,0.5551764705882353,10.058823529411764,29.764705882352942,0.33388235294117646,0.5287058823529411,16.58823529411765,22.852941176470587,0.7259411764705882,11.235294117647058,29.58823529411765,40.8235294117647,15.205882352941176,6.0588235294117645,5.0588235294117645,13.558823529411764,18.61764705882353,23.941176470588236,64.38235294117646,0.3720294117647059,18.41176470588235,44.6764705882353,0.4093823529411765,5.529411764705882,19.705882352941178,0.29044117647058826,0.41602941176470587,15.088235294117647,21.11764705882353,0.7206470588235294,9.441176470588236,23.41176470588235,32.85294117647059,10,7.294117647058823,3.7058823529411766,11.382352941176471,20.08823529411765
Arizona,34,28,6,82.67647058823529,71.5,29.38235294117647,59.26470588235294,0.49691176470588233,20.794117647058822,36.76470588235294,0.5653529411764706,8.588235294117647,22.5,0.3858529411764706,0.569735294117647,15.323529411764707,21.61764705882353,0.6958823529411765,8.823529411764707,27.294117647058822,36.11764705882353,19.176470588235293,6.117647058823529,3.2058823529411766,13.117647058823529,17.029411764705884,25.852941176470587,63.294117647058826,0.40961764705882353,17.823529411764707,38.794117647058826,0.4622352941176471,8.029411764705882,24.5,0.3242058823529412,0.4732647058823529,11.764705882352942,16.470588235294116,0.7205,8.764705882352942,21.558823529411764,30.323529411764707,12.764705882352942,7.882352941176471,3.411764705882353,11.676470588235293,19.294117647058822
Arizona State,34,22,12,70.32352941176471,67.70588235294117,25,60.470588235294116,0.4185,17.5,36.55882352941177,0.4837058823529412,7.5,23.91176470588235,0.31626470588235295,0.4814117647058824,12.823529411764707,18.61764705882353,0.6923235294117647,9.352941176470589,23.705882352941178,33.05882352941177,14.235294117647058,7.264705882352941,4.676470588235294,11.529411764705882,18.529411764705884,23.205882352941178,58.294117647058826,0.4006764705882353,15.558823529411764,35.529411764705884,0.4430588235294118,7.647058823529412,22.764705882352942,0.32844117647058824,0.4667941176470588,13.647058823529411,19.441176470588236,0.6999705882352941,9.852941176470589,24.941176470588236,34.794117647058826,12.5,6.176470588235294,3.0294117647058822,13.705882352941176,18.058823529411764
Arkansas,33,20,13,74.42424242424242,67.39393939393939,27.060606060606062,56.93939393939394,0.4766060606060606,21.96969696969697,40.878787878787875,0.5386363636363637,5.090909090909091,16.060606060606062,0.32112121212121214,0.5217878787878788,15.212121212121213,22.060606060606062,0.6806060606060605,8.666666666666666,23.696969696969695,32.36363636363637,13.424242424242424,8.393939393939394,5.242424242424242,12.515151515151516,19.12121212121212,23.393939393939394,55.75757575757576,0.42063636363636364,18.272727272727273,39,0.47215151515151516,5.121212121212121,16.757575757575758,0.30757575757575756,0.46693939393939393,15.484848484848484,21.696969696969695,0.6913636363636364,8.030303030303031,21.333333333333332,29.363636363636363,10.333333333333334,6.636363636363637,2.757575757575758,13.636363636363637,18.78787878787879
Auburn,32,20,12,72.71875,67.0625,25.8125,58.59375,0.44009375,19.3125,37.875,0.50890625,6.5,20.71875,0.3155625,0.495375,14.59375,20.78125,0.69628125,9.84375,22.96875,32.8125,14.1875,8,5.125,11.875,19.21875,22.96875,56.46875,0.4093125,17.40625,37.15625,0.47290625,5.5625,19.3125,0.28859375,0.45903125,15.5625,22.0625,0.69396875,10.15625,21.625,31.78125,11.1875,7.1875,3.25,12.59375,17.71875
Baylor,32,22,10,77.15625,70.25,25.71875,57.59375,0.44584375,16.03125,31.53125,0.5105625,9.6875,26.0625,0.3705625,0.5306875,16.03125,21.40625,0.7511875,9.75,20.46875,30.21875,14.5,6.65625,2.375,11.96875,17.375,25.46875,56.1875,0.45437500000000003,18.625,34.9375,0.53253125,6.84375,21.25,0.3183125,0.51559375,12.46875,17.625,0.69509375,8.71875,20.5,29.21875,15.375,6.28125,2.9375,12.875,18.53125
Boise State,33,24,9,72.24242424242425,64.33333333333333,25.818181818181817,56.75757575757576,0.45596969696969697,17.96969696969697,35.24242424242424,0.514,7.848484848484849,21.515151515151516,0.3626060606060606,0.526090909090909,12.757575757575758,17.363636363636363,0.7383939393939394,7.606060606060606,25.545454545454547,33.15151515151515,11.212121212121213,5.121212121212121,2.9393939393939394,10.575757575757576,16.303030303030305,23.515151515151516,56.96969696969697,0.4138787878787879,17,35.878787878787875,0.4789090909090909,6.515151515151516,21.09090909090909,0.3115151515151515,0.4714242424242424,10.787878787878787,15.454545454545455,0.696939393939394,6.96969696969697,22.454545454545453,29.424242424242426,10.757575757575758,5.121212121212121,3.303030303030303,11.363636363636363,16.757575757575758
Colgate,34,26,8,78.58823529411765,68.97058823529412,29.91176470588235,58.23529411764706,0.5141176470588236,21.58823529411765,37.8235294117647,0.570764705882353,8.323529411764707,20.41176470588235,0.40244117647058825,0.5854117647058824,10.441176470588236,15.882352941176471,0.6657647058823529,6.764705882352941,24.38235294117647,31.147058823529413,18.558823529411764,6.970588235294118,2.8529411764705883,9.794117647058824,12.558823529411764,26.647058823529413,58.76470588235294,0.4557058823529412,19.08823529411765,37.294117647058826,0.5165882352941177,7.5588235294117645,21.470588235294116,0.35341176470588237,0.5207352941176471,8.117647058823529,11.823529411764707,0.6958529411764706,6.9411764705882355,22.294117647058822,29.235294117647058,14.441176470588236,5.9411764705882355,3.0588235294117645,11.794117647058824,14.764705882352942
College of Charleston,34,31,3,80.79411764705883,67.3529411764706,27.676470588235293,63.11764705882353,0.4374705882352941,17.58823529411765,32.911764705882355,0.5296176470588235,10.088235294117647,30.205882352941178,0.3317352941176471,0.5175588235294117,15.352941176470589,20.705882352941178,0.7442352941176471,11.970588235294118,25.441176470588236,37.411764705882355,13.794117647058824,7.352941176470588,3.1470588235294117,11.735294117647058,16.823529411764707,25.735294117647058,59.6764705882353,0.4321470588235294,19.823529411764707,40.411764705882355,0.49370588235294116,5.911764705882353,19.264705882352942,0.3009411764705882,0.48123529411764704,9.970588235294118,14.676470588235293,0.6548235294117647,7.617647058823529,22.323529411764707,29.941176470588236,11.705882352941176,5.676470588235294,3.588235294117647,13.411764705882353,18.294117647058822
Creighton,33,21,12,76.63636363636364,68.48484848484848,27.515151515151516,58.878787878787875,0.4693939393939394,18.606060606060606,34.121212121212125,0.5431212121212121,8.909090909090908,24.757575757575758,0.35978787878787877,0.5458787878787879,12.696969696969697,16.545454545454547,0.7665454545454545,7.515151515151516,27.242424242424242,34.75757575757576,15.909090909090908,5.242424242424242,4.181818181818182,10.969696969696969,13.151515151515152,26.515151515151516,62.84848484848485,0.42187878787878785,20.12121212121212,44.121212121212125,0.45512121212121215,6.393939393939394,18.727272727272727,0.3463333333333333,0.4731818181818182,9.06060606060606,12.424242424242424,0.7265454545454545,7.636363636363637,23.242424242424242,30.87878787878788,12.484848484848484,6.181818181818182,2.8484848484848486,9.515151515151516,15.848484848484848
